variable,mean,median,sd,mad,q5,q95,rhat,ess_bulk,ess_tail
style_off[14],0.0174678343746725,0.011615213999999999,0.01749904829781492,0.012186354571229999,9.15105154e-4,0.052698050649999995,1.0051085704644822,660.4932386333171,364.84962742627863
style_off[15],0.017218387930122498,0.0120331015,0.01663364075166468,0.01213691104731,9.587793630000002e-4,0.04860541689999999,1.007387000584018,646.5622189803815,476.36003556321975
style_off[16],0.017507130058367126,0.011664783,0.01730918275357281,0.012076425266849999,0.001112187495,0.05545421209999998,1.0011603094477128,1001.4512984558115,443.9057200061372
style_off[17],0.01746545737760875,0.010876644000000001,0.01884043197812928,0.012109157442480001,9.350696735e-4,0.05566202965,1.0045408918736771,1018.1277096850957,555.4994094127601
style_off[18],0.01708410838210875,0.012351442,0.016159057862864507,0.012455045131410002,9.388882180000001e-4,0.0476560807,1.0032257830483646,946.2058195429795,538.2127414037353
style_off[19],0.01782448017263625,0.012785888499999998,0.017748161268873786,0.012808113793439999,9.07684529e-4,0.05573350264999998,1.0025418589667756,901.8257897166934,328.1174677062534
style_off[20],0.01787821433452875,0.012223482,0.018019653407233,0.012786995342519999,8.477561485e-4,0.05078775559999999,1.0006660209826002,843.8770477208104,488.6216533519298
style_off[21],0.016957156925648375,0.011389096500000001,0.01791239461408685,0.012472025868119997,6.694894825e-4,0.050450097549999975,1.0057144886099567,735.0447480466132,338.15105971602
style_off[22],0.01704514912376125,0.011213321,0.017234287546117142,0.011714466564569998,9.225123135000001e-4,0.050745887049999966,0.9994180907287334,666.2355536122748,399.6180890074837
style_off[23],0.01766581067036875,0.0118350485,0.017154027772758314,0.012139657341419998,9.580365670000002e-4,0.052418716349999964,0.9984044704883717,667.7570934593116,366.208357346546
style_off[24],0.0169547417272385,0.0119037535,0.01665984894392951,0.01280243395284,6.801649225e-4,0.05167034109999999,1.0078669586897901,530.1421136061647,232.64624436135327
style_off[25],0.01703237259637325,0.0106566575,0.018106952935725142,0.012112096029809997,4.986268525e-4,0.050275019349999985,1.0062150541649206,473.1366512541081,270.15238917255647
style_off[26],0.01792411972507875,0.0131262455,0.016914466047290064,0.012965462798610002,0.0012102653650000004,0.051121392349999975,1.0058360912998754,974.8825744427953,437.21596816278367
style_off[27],0.017303206690631373,0.012389190500000001,0.017489327029843158,0.01258785866331,6.233553385000001e-4,0.04810424754999997,1.0043735660279227,1019.9746465784206,457.42449245756353
style_off[28],0.01769444190292375,0.013763398,0.015733644435231293,0.0134136062991,0.00144139497,0.04912798884999998,1.0003614079808039,855.8314747792914,378.0819374328452
style_off[29],0.0166989692146015,0.0128661,0.015437189007455518,0.011892290720519996,0.0010869702900000002,0.04630249639999998,1.0041302162832553,1449.6340728850528,431.89421796060196
style_off[30],0.0186060510974025,0.0124776505,0.01884971786804163,0.0133409218341,0.0010454550350000001,0.05683063239999998,1.0013833199376518,1266.2888525130993,457.7818875128892
style_off[31],0.018189734283907126,0.012904096,0.01798799669563696,0.013290278442,0.0010735981735000002,0.05473614479999997,1.0120376512054101,1111.4779595399868,342.0444825977541
style_off[32],0.01695288505962375,0.0118606995,0.01609259423390645,0.01149919104306,0.0012555224950000002,0.048555663449999995,1.0031620474318879,1204.908367673825,651.4306173650339
style_off[33],0.017758292279525,0.013038426,0.016675226401423507,0.012586121723279999,0.001521476245,0.05076775204999999,0.9976159322939314,1699.5795614201859,487.22626902798925
style_off[34],0.017377354958472375,0.011523753500000001,0.017747506740839945,0.011747639813699997,9.551989195e-4,0.0552197045,1.0061575631295903,650.3514143243957,291.52861158671567
style_off[35],0.016603572770795,0.011880069,0.01487597604425555,0.01168902848442,0.00129940405,0.04692234945,1.008747268137461,1081.957368867471,329.58651111087323
style_off[36],0.01752020582076125,0.012238989499999998,0.016800965382035012,0.012426014192549998,0.00104384908,0.052329659549999914,0.9985913655963119,1284.0603788506096,455.18198500908164
style_off[37],0.01706160504089,0.0136084185,0.0158429405272915,0.012349480304909998,0.0010943705750000002,0.04898146294999997,1.0097022286838593,1099.1810060143707,523.7732626172565
style_off[38],0.0179232836827,0.0134106285,0.01819270168583937,0.01249449889653,9.259407690000001e-4,0.05077973254999998,1.0016012369888996,1411.2973202516134,308.6597602375077
style_off[39],0.01769736826999875,0.013581596,0.01657243064022273,0.013660358975339999,0.001134126135,0.04866593155,1.0043074415214865,1040.8174371649745,430.08136511402466
