date,home,away,home_score,away_score
28.01. 16:45AET,France,Denmark,33,31
28.01. 14:00,Sweden,Germany,34,31
26.01. 19:30,Germany,Denmark,26,29
26.01. 16:45AET,France,Sweden,34,30
26.01. 14:00,Hungary,Slovenia,23,22
24.01. 19:30,Germany,Croatia,24,30
24.01. 17:00,France,Hungary,35,32
24.01. 14:30,Austria,Iceland,24,26
23.01. 19:30,Norway,Sweden,33,23
23.01. 17:00,Slovenia,Denmark,28,25
23.01. 14:30,Netherlands,Portugal,33,33
22.01. 19:30,Germany,Hungary,35,28
22.01. 17:00,France,Austria,33,28
22.01. 14:30,Croatia,Iceland,30,35
21.01. 19:30,Norway,Denmark,23,29
21.01. 17:00,Sweden,Portugal,40,33
21.01. 14:30,Slovenia,Netherlands,37,34
20.01. 19:30,Germany,Austria,22,22
20.01. 17:00,Hungary,Croatia,29,26
20.01. 14:30,France,Iceland,39,32
19.01. 19:30,Denmark,Sweden,28,27
19.01. 17:00,Norway,Netherlands,35,32
19.01. 14:30,Slovenia,Portugal,30,33
18.01. 19:30,Germany,Iceland,26,24
18.01. 17:00,France,Croatia,34,32
18.01. 14:30,Hungary,Austria,29,30
17.01. 19:30,Slovenia,Sweden,22,28
17.01. 17:00,Denmark,Netherlands,39,27
17.01. 14:30,Norway,Portugal,32,37
16.01. 19:30,France,Germany,33,30
16.01. 19:30,Iceland,Hungary,25,33
16.01. 19:30,Spain,Austria,33,33
16.01. 17:00,Croatia,Romania,31,25
16.01. 17:00,North Macedonia,Switzerland,29,27
16.01. 17:00,Serbia,Montenegro,29,30
15.01. 19:30,Denmark,Portugal,37,27
15.01. 19:30,Norway,Slovenia,27,28
15.01. 19:30,Sweden,Netherlands,29,28
15.01. 17:00,Bosnia & Herzegovina,Georgia,19,22
15.01. 17:00,Czech Republic,Greece,29,20
15.01. 17:00,Poland,Faroe Islands,32,28
14.01. 19:30,Croatia,Austria,28,28
14.01. 19:30,North Macedonia,Germany,25,34
14.01. 19:30,Serbia,Hungary,27,28
14.01. 17:00,Montenegro,Iceland,30,31
14.01. 17:00,Romania,Spain,24,36
14.01. 17:00,Switzerland,France,26,26
13.01. 19:30,Faroe Islands,Norway,26,26
13.01. 19:30,Georgia,Sweden,26,42
13.01. 19:30,Greece,Denmark,28,40
13.01. 17:00,Bosnia & Herzegovina,Netherlands,20,36
13.01. 17:00,Czech Republic,Portugal,27,30
13.01. 17:00,Poland,Slovenia,25,32
