date,home,away,home_score,away_score
03.06. 15:30,Romania W,Portugal W,32,28
03.06. 11:00,Russia W,Austria W,26,25
02.06. 17:15,Norway W,Switzerland W,41,18
02.06. 16:00,Croatia W,Ukraine W,28,25
02.06. 16:00,Spain W,Lithuania W,29,17
02.06. 15:30,Montenegro W,Italy W,28,22
02.06. 14:30,Hungary W,Belarus W,30,22
02.06. 14:10,Denmark W,Iceland W,24,17
02.06. 14:00,Germany W,Turkey W,40,17
02.06. 14:00,Sweden W,Faroe Islands W,32,13
02.06. 13:00,Netherlands W,Kosovo W,42,16
31.05. 18:30,Italy W,Poland W,25,33
31.05. 18:25,Austria W,Romania W,25,28
31.05. 17:00,Slovakia W,Montenegro W,24,27
31.05. 16:00,Belarus W,Netherlands W,28,29
31.05. 16:00,Lithuania W,Germany W,11,25
31.05. 16:00,Portugal W,Russia W,24,30
30.05. 19:30,Iceland W,Czech Republic W,24,26
30.05. 18:00,Faroe Islands W,Serbia W,17,33
30.05. 18:00,Switzerland W,Croatia W,16,33
30.05. 17:00,North Macedonia W,Sweden W,20,32
30.05. 16:00,Kosovo W,Hungary W,15,37
30.05. 16:00,Slovenia W,Denmark W,23,25
30.05. 16:00,Ukraine W,Norway W,21,26
30.05. 14:00,Turkey W,Spain W,17,22
25.03. 17:00,North Macedonia W,Faroe Islands W,28,24
25.03. 16:15,Norway W,Croatia W,33,27
25.03. 16:00,Ukraine W,Switzerland W,21,22
25.03. 15:30,Romania W,Russia W,26,25
25.03. 15:00,Slovenia W,Iceland W,28,18
25.03. 14:30,Turkey W,Lithuania W,30,24
25.03. 14:00,Netherlands W,Hungary W,22,23
25.03. 12:00,Belarus W,Kosovo W,41,18
24.03. 19:25,Austria W,Portugal W,29,24
24.03. 19:00,Spain W,Germany W,27,23
24.03. 17:00,Montenegro W,Poland W,33,23
24.03. 15:10,Denmark W,Czech Republic W,21,20
24.03. 15:00,Sweden W,Serbia W,31,30
24.03. 14:00,Slovakia W,Italy W,20,17
22.03. 20:30,Portugal W,Austria W,30,32
22.03. 17:00,Hungary W,Netherlands W,18,19
22.03. 17:00,Lithuania W,Turkey W,22,22
21.03. 19:30,Iceland W,Slovenia W,30,30
21.03. 19:00,Faroe Islands W,North Macedonia W,15,22
21.03. 19:00,Switzerland W,Ukraine W,21,15
21.03. 18:00,Germany W,Spain W,33,24
21.03. 17:15,Italy W,Slovakia W,20,21
21.03. 17:00,Croatia W,Norway W,25,32
21.03. 17:00,Kosovo W,Belarus W,22,31
21.03. 17:00,Serbia W,Sweden W,30,23
21.03. 16:45,Poland W,Montenegro W,20,26
21.03. 16:00,Czech Republic W,Denmark W,21,26
21.03. 15:30,Russia W,Romania W,30,25
01.10. 18:00,Kosovo W,Netherlands W,12,40
01.10. 17:00,North Macedonia W,Serbia W,27,33
01.10. 16:00,Faroe Islands W,Sweden W,15,33
01.10. 16:00,Lithuania W,Spain W,17,24
01.10. 16:00,Slovenia W,Czech Republic W,28,28
01.10. 16:00,Ukraine W,Croatia W,26,22
01.10. 15:00,Iceland W,Denmark W,14,29
01.10. 15:00,Switzerland W,Norway W,12,29
01.10. 14:30,Italy W,Montenegro W,16,23
01.10. 14:00,Portugal W,Romania W,16,32
01.10. 14:00,Slovakia W,Poland W,20,29
01.10. 14:00,Turkey W,Germany W,16,30
01.10. 11:30,Belarus W,Hungary W,18,25
30.09. 16:00,Austria W,Russia W,27,25
28.09. 16:30,Russia W,Portugal W,32,25
28.09. 16:30,Sweden W,North Macedonia W,38,26
28.09. 16:00,Serbia W,Faroe Islands W,36,20
28.09. 15:00,Montenegro W,Slovakia W,24,23
27.09. 19:00,Denmark W,Slovenia W,28,22
27.09. 18:10,Czech Republic W,Iceland W,30,23
27.09. 18:00,Germany W,Lithuania W,26,26
27.09. 18:00,Spain W,Turkey W,35,16
27.09. 17:30,Netherlands W,Belarus W,33,21
27.09. 16:15,Norway W,Ukraine W,35,22
27.09. 16:00,Croatia W,Switzerland W,32,28
27.09. 16:00,Hungary W,Kosovo W,37,12
27.09. 16:00,Poland W,Italy W,40,13
27.09. 16:00,Romania W,Austria W,36,25
11.06. 15:00,Israel W,Kosovo W,25,32
11.06. 12:00,Finland W,Faroe Islands W,17,20
10.06. 16:00,Faroe Islands W,Greece W,25,24
10.06. 16:00,Kosovo W,Georgia W,30,19
09.06. 16:00,Georgia W,Israel W,27,31
09.06. 16:00,Greece W,Finland W,29,20
