season,division,date,home,away,home_goals,away_goals,game_nr,team1_home,casual,home_timediff,away_timediff,home_round,away_round,season_first,home_nr,away_nr
2016,5,2015-10-20,Kazakhstan,China,18,28,29,0,0,7,7,1,1,1,22,6
2016,5,2015-10-21,China,Japan,19,29,30,0,0,1,75,2,4,0,6,21
2016,5,2015-10-21,South Korea,Kazakhstan,35,24,31,0,0,7,1,1,2,1,38,22
2016,5,2015-10-22,China,South Korea,22,34,32,0,0,1,1,3,2,0,6,38
2016,5,2015-10-24,Japan,Kazakhstan,24,23,33,0,0,3,3,5,3,0,21,22
2016,5,2015-10-25,South Korea,Japan,35,21,34,0,0,3,1,3,6,0,38,21
2015,4,2015-11-08,Serbia,South Korea,22,31,35,0,0,100,14,3,4,0,35,38
2015,4,2015-11-19,Tunisia,Italy,24,22,36,0,0,7,100,1,2,1,42,20
2015,4,2015-11-25,Germany,Poland,30,31,37,0,0,100,100,4,2,0,14,30
2015,4,2015-11-26,Croatia,Slovakia,29,19,38,0,0,7,100,1,5,1,7,36
2015,4,2015-11-26,France,Romania,29,27,39,0,0,7,100,1,3,1,13,32
2015,4,2015-11-27,Spain,Angola,37,27,40,0,0,100,7,2,1,0,39,1
2015,4,2015-11-27,Germany,Slovakia,31,31,41,0,0,2,1,5,6,0,14,36
2015,4,2015-11-27,Tunisia,Denmark,15,33,42,0,0,8,7,2,1,0,42,10
2015,4,2015-11-27,Hungary,Ukraine,37,19,43,0,0,100,100,3,2,0,16,44
2015,4,2015-11-28,Spain,Tunisia,32,19,44,0,0,1,1,3,3,0,39,42
2015,4,2015-11-28,Croatia,Germany,27,24,45,0,0,2,1,2,6,0,7,14
2015,4,2015-11-28,Austria,Switzerland,32,28,46,0,0,100,100,4,3,0,3,41
2015,4,2015-11-28,Angola,Denmark,17,28,47,0,0,1,1,2,2,0,1,10
2015,4,2015-11-28,Poland,Montenegro,28,26,48,0,0,3,100,3,2,0,30,25
2015,4,2015-11-28,France,Cuba,37,18,49,0,0,2,7,2,1,0,13,8
2015,4,2015-11-28,Romania,Czech Republic,31,26,50,0,0,2,100,4,5,0,32,9
2015,4,2015-11-29,France,Czech Republic,31,20,51,0,0,1,1,3,6,0,13,9
2015,4,2015-11-29,Brazil,Serbia,24,23,52,0,0,100,21,5,4,0,5,35
2015,4,2015-11-29,Romania,Cuba,36,23,53,0,0,1,1,5,2,0,32,8
2015,4,2015-11-29,Argentina,Slovenia,22,22,54,0,0,7,100,1,3,1,2,37
2015,4,2015-11-29,Spain,Denmark,25,25,55,0,0,1,1,4,3,0,39,10
2015,4,2015-11-29,Austria,Switzerland,29,27,56,0,0,1,1,5,4,0,3,41
2015,4,2015-11-29,Angola,Tunisia,27,22,57,0,0,1,1,3,4,0,1,42
2015,4,2015-12-02,Sweden,Romania,30,33,58,0,0,100,3,4,6,0,40,32
2016,4,2016-03-15,Sweden,Romania,32,29,59,0,0,100,100,5,7,1,40,32
2016,4,2016-03-15,Slovakia,Norway,28,29,60,0,0,100,100,7,3,1,36,28
2016,4,2016-03-16,Slovakia,Norway,27,33,61,0,0,1,1,8,4,0,36,28
2016,4,2016-03-17,Spain,Brazil,23,22,62,0,0,100,100,5,6,1,39,5
2016,4,2016-03-17,Norway,Germany,35,28,63,0,0,1,100,5,7,0,28,14
2016,5,2016-03-18,Netherlands,France,24,17,64,0,0,100,100,5,4,1,26,13
2016,5,2016-03-18,Romania,Denmark,32,25,65,0,0,3,100,8,4,0,32,10
2016,5,2016-03-18,Japan,Tunisia,37,20,66,0,0,100,100,7,5,0,21,42
2016,5,2016-03-18,Uruguay,Montenegro,19,34,67,0,0,7,100,1,3,1,45,25
2016,5,2016-03-18,Poland,Russia,25,27,68,0,0,100,100,4,2,1,30,33
2016,4,2016-03-19,Norway,Brazil,32,26,69,0,0,2,2,6,7,0,28,5
2016,4,2016-03-19,Germany,Spain,24,25,70,0,0,2,2,8,6,0,14,39
2016,5,2016-03-19,Denmark,Montenegro,22,26,71,0,0,1,1,5,4,0,10,25
2016,5,2016-03-19,France,Tunisia,33,15,72,0,0,1,1,5,6,0,13,42
2016,5,2016-03-19,Romania,Uruguay,36,19,73,0,0,1,1,9,2,0,32,45
2016,5,2016-03-19,Netherlands,Japan,33,25,74,0,0,1,1,6,8,0,26,21
2016,5,2016-03-19,Poland,Sweden,24,30,75,0,0,1,4,5,6,0,30,40
2016,4,2016-03-20,Norway,Spain,25,27,76,0,0,1,1,7,7,0,28,39
2016,4,2016-03-20,Brazil,Germany,18,24,77,0,0,1,1,8,9,0,5,14
2016,5,2016-03-20,Denmark,Uruguay,38,17,78,0,0,1,1,6,3,0,10,45
2016,5,2016-03-20,France,Japan,25,17,79,0,0,1,1,6,9,0,13,21
2016,5,2016-03-20,Tunisia,Netherlands,20,46,80,0,0,1,1,7,7,0,42,26
2016,5,2016-03-20,Romania,Montenegro,23,23,81,0,0,1,1,10,5,0,32,25
2016,5,2016-03-20,Russia,Sweden,37,29,82,0,0,2,1,3,7,0,33,40
2016,4,2016-05-28,Austria,Argentina,22,18,83,0,0,100,100,6,2,1,3,2
2016,4,2016-06-07,Slovakia,Brazil,26,25,84,0,0,83,79,9,9,0,36,5
2016,4,2016-06-07,Slovenia,South Korea,16,33,85,0,0,100,100,4,5,1,37,38
2016,4,2016-06-08,Slovakia,Brazil,21,23,86,0,0,1,1,10,10,0,36,5
2016,4,2016-06-09,Slovenia,South Korea,23,40,87,0,0,2,2,5,6,0,37,38
2016,4,2016-06-25,South Korea,Japan,37,17,88,0,0,16,97,7,10,0,38,21
2016,4,2016-07-19,Netherlands,Sweden,25,26,89,0,0,100,100,8,8,0,26,40
2016,4,2016-07-19,Montenegro,Russia,27,26,90,0,0,100,100,6,4,0,25,33
2016,4,2016-07-20,Russia,Netherlands,23,25,91,0,0,1,1,5,9,0,33,26
2016,4,2016-07-20,Sweden,Montenegro,27,29,92,0,0,1,1,9,7,0,40,25
2016,4,2016-07-21,Netherlands,Montenegro,23,13,93,0,0,1,1,10,8,0,26,25
2016,4,2016-07-21,Norway,Romania,32,21,94,0,0,100,100,8,11,0,28,32
2016,4,2016-07-21,France,Spain,17,21,95,0,0,100,100,7,8,0,13,39
2016,4,2016-07-21,Sweden,Russia,28,31,96,0,0,1,1,10,6,0,40,33
2016,4,2016-07-23,Norway,Spain,26,28,97,0,0,2,2,9,9,0,28,39
2016,4,2016-07-23,Romania,France,18,24,98,0,0,2,2,12,8,0,32,13
2016,4,2016-07-24,Norway,France,25,24,99,0,0,1,1,10,9,0,28,13
2016,4,2016-07-24,Spain,Romania,21,21,100,0,0,1,1,10,13,0,39,32
2016,4,2016-07-28,Brazil,Netherlands,29,27,101,0,0,50,7,11,11,0,5,26
2016,4,2016-07-31,Brazil,Netherlands,23,23,102,0,0,3,3,12,12,0,5,26
2016,4,2016-08-02,Brazil,Argentina,24,14,103,0,0,2,66,13,3,0,5,2
2016,4,2016-08-03,Spain,Sweden,17,18,104,0,0,10,13,11,11,0,39,40
2016,5,2016-08-06,Romania,Angola,19,23,105,0,0,13,100,14,4,0,32,1
2016,5,2016-08-06,Montenegro,Spain,19,25,106,0,0,16,3,9,12,0,25,39
2016,5,2016-08-06,Russia,South Korea,30,25,107,0,0,16,42,7,8,0,33,38
2016,5,2016-08-06,Netherlands,France,14,18,108,0,0,6,13,13,10,0,26,13
2016,5,2016-08-06,Norway,Brazil,28,31,109,0,0,13,4,11,14,0,28,5
2016,5,2016-08-07,Sweden,Argentina,31,21,110,0,0,4,5,12,4,0,40,2
2016,5,2016-08-08,Argentina,Netherlands,18,26,111,0,0,1,2,5,14,0,2,26
2016,5,2016-08-08,Brazil,Romania,26,13,112,0,0,2,2,15,15,0,5,32
2016,5,2016-08-08,Spain,Norway,24,27,113,0,0,2,2,13,12,0,39,28
2016,5,2016-08-08,France,Russia,25,26,114,0,0,2,2,11,8,0,13,33
2016,5,2016-08-08,South Korea,Sweden,28,31,115,0,0,2,1,9,13,0,38,40
2016,5,2016-08-09,Angola,Montenegro,27,25,116,0,0,3,3,5,10,0,1,25
2016,5,2016-08-10,Netherlands,South Korea,32,32,117,0,0,2,2,15,10,0,26,38
2016,5,2016-08-10,Norway,Angola,30,20,118,0,0,2,1,13,6,0,28,1
2016,5,2016-08-10,Russia,Sweden,36,34,119,0,0,2,2,9,14,0,33,40
2016,5,2016-08-10,Romania,Montenegro,25,21,120,0,0,2,1,16,11,0,32,25
2016,5,2016-08-10,Brazil,Spain,24,29,121,0,0,2,2,16,14,0,5,39
2016,5,2016-08-11,France,Argentina,27,11,122,0,0,3,3,12,6,0,13,2
2016,5,2016-08-12,Russia,Argentina,35,29,123,0,0,2,1,10,7,0,33,2
2016,5,2016-08-12,Montenegro,Norway,19,28,124,0,0,2,2,12,14,0,25,28
2016,5,2016-08-12,Romania,Spain,24,21,125,0,0,2,2,17,15,0,32,39
2016,5,2016-08-12,Sweden,Netherlands,29,29,126,0,0,2,2,15,16,0,40,26
2016,5,2016-08-12,Angola,Brazil,24,28,127,0,0,2,2,7,17,0,1,5
2016,5,2016-08-13,South Korea,France,17,21,128,0,0,3,2,11,13,0,38,13
2016,5,2016-08-14,Spain,Angola,26,22,129,0,0,2,2,16,8,0,39,1
2016,5,2016-08-14,Norway,Romania,28,27,130,0,0,2,2,15,18,0,28,32
2016,5,2016-08-14,Netherlands,Russia,34,38,131,0,0,2,2,17,11,0,26,33
2016,5,2016-08-14,Sweden,France,25,27,132,0,0,2,1,16,14,0,40,13
2016,5,2016-08-14,Montenegro,Brazil,23,29,133,0,0,2,2,13,18,0,25,5
2016,5,2016-08-15,Argentina,South Korea,22,28,134,0,0,3,2,8,12,0,2,38
2016,5,2016-08-16,Russia,Angola,31,27,135,0,0,2,2,12,9,0,33,1
2016,5,2016-08-16,Sweden,Norway,20,33,136,0,0,2,2,17,16,0,40,28
2016,5,2016-08-16,Spain,France,26,27,137,0,0,2,2,17,15,0,39,13
2016,5,2016-08-16,Brazil,Netherlands,23,32,138,0,0,2,2,19,18,0,5,26
2016,5,2016-08-18,Norway,Russia,37,38,139,0,0,2,2,17,13,0,28,33
2016,5,2016-08-18,Netherlands,France,23,24,140,0,0,2,2,19,16,0,26,13
2016,5,2016-08-20,France,Russia,19,22,141,0,0,2,2,17,14,0,13,33
2016,5,2016-08-20,Netherlands,Norway,26,36,142,0,0,2,2,20,18,0,26,28
2016,4,2016-10-05,Slovenia,Czech Republic,27,30,143,0,0,100,100,6,7,0,37,9
2016,4,2016-10-06,Romania,Serbia,19,23,144,0,0,53,100,19,5,0,32,35
2016,4,2016-10-06,Slovenia,Czech Republic,33,28,145,0,0,1,1,7,8,0,37,9
2016,4,2016-10-07,Germany,Spain,32,18,146,0,0,100,52,10,18,0,14,39
2016,4,2016-10-07,Netherlands,Serbia,31,29,147,0,0,48,1,21,6,0,26,35
2016,4,2016-10-07,Poland,Slovakia,28,18,148,0,0,100,100,6,11,0,30,36
2016,4,2016-10-07,Croatia,Austria,36,28,149,0,0,100,100,3,7,1,7,3
2016,4,2016-10-07,Iceland,Sweden,23,33,150,0,0,100,52,4,18,1,17,40
2016,4,2016-10-08,Hungary,Slovenia,32,22,151,0,0,100,2,4,8,1,16,37
2016,4,2016-10-08,Austria,Croatia,26,25,152,0,0,1,1,8,4,0,3,7
2016,4,2016-10-08,Netherlands,Romania,23,24,153,0,0,1,2,22,20,0,26,32
2016,4,2016-10-08,Sweden,Poland,31,27,154,0,0,1,1,19,7,0,40,30
2016,4,2016-10-08,Iceland,Slovakia,26,25,155,0,0,1,1,5,12,0,17,36
2016,4,2016-10-09,Germany,Spain,24,27,156,0,0,2,2,11,19,0,14,39
2016,4,2016-11-22,Belarus,Lithuania,31,25,157,0,0,100,7,4,1,1,4,24
2016,4,2016-11-24,Czech Republic,Austria,26,25,158,0,0,49,47,9,9,0,9,3
2016,4,2016-11-25,Spain,Argentina,35,15,159,0,0,47,100,20,9,0,39,2
2016,4,2016-11-25,Croatia,Montenegro,28,20,160,0,0,48,100,5,14,0,7,25
2016,4,2016-11-25,Poland,Japan,32,17,161,0,0,48,100,8,11,0,30,21
2016,4,2016-11-25,Czech Republic,Serbia,28,30,162,0,0,1,49,10,7,0,9,35
2016,4,2016-11-26,Spain,Japan,33,21,163,0,0,1,1,21,12,0,39,21
2016,4,2016-11-26,Argentina,Poland,28,31,164,0,0,1,1,10,9,0,2,30
2016,4,2016-11-26,Germany,Sweden,24,24,165,0,0,48,49,12,20,0,14,40
2016,4,2016-11-26,Slovenia,Switzerland,32,25,166,0,0,49,100,9,5,0,37,41
2016,4,2016-11-26,Serbia,Austria,31,28,167,0,0,1,2,8,10,0,35,3
2016,4,2016-11-27,Romania,Hungary,24,29,168,0,0,50,50,21,5,0,32,16
2016,4,2016-11-27,Germany,Sweden,28,28,169,0,0,1,1,13,21,0,14,40
2016,4,2016-11-27,Spain,Poland,22,18,170,0,0,1,1,22,10,0,39,30
2016,4,2016-11-27,Japan,Argentina,23,19,171,0,0,1,1,13,11,0,21,2
2016,4,2016-11-27,Slovenia,Switzerland,36,29,172,0,0,1,1,10,6,0,37,41
2016,4,2016-11-30,Croatia,Japan,29,26,173,0,0,5,3,6,14,0,7,21
2016,4,2016-11-30,Sweden,France,21,27,174,0,0,3,100,22,18,0,40,13
2016,4,2016-12-01,Brazil,Cuba,51,9,175,0,0,100,100,20,3,0,5,8
2016,4,2016-12-01,Uruguay,Slovakia,15,29,176,0,0,100,54,4,13,0,45,36
2016,4,2016-12-02,Brazil,Uruguay,30,11,177,0,0,1,1,21,5,0,5,45
2016,4,2016-12-02,Slovakia,Cuba,38,11,178,0,0,1,1,14,4,0,36,8
2016,4,2016-12-03,Cuba,Uruguay,16,44,179,0,0,1,1,5,6,0,8,45
2016,4,2016-12-03,Brazil,Slovakia,21,21,180,0,0,1,1,22,15,0,5,36
2017,4,2017-03-15,Montenegro,Slovenia,29,22,181,0,0,100,100,15,11,1,25,37
2017,4,2017-03-16,Austria,Czech Republic,30,28,182,0,0,100,100,11,11,1,3,9
2017,4,2017-03-17,Netherlands,Iceland,23,20,183,0,0,100,100,23,6,1,26,17
2017,4,2017-03-17,North Macedonia,Serbia,29,35,184,0,0,7,100,1,9,1,27,35
2017,4,2017-03-17,Belarus,Poland,24,23,185,0,0,100,100,5,11,1,4,30
2017,4,2017-03-17,Hungary,Croatia,34,19,186,0,0,100,100,6,7,1,16,7
2017,4,2017-03-17,Romania,Spain,21,24,187,0,0,100,100,22,23,1,32,39
2017,4,2017-03-17,Slovakia,Ukraine,28,25,188,0,0,100,100,16,3,1,36,44
2017,4,2017-03-17,Turkey,Lithuania,43,15,189,0,0,100,100,4,2,1,43,24
2017,4,2017-03-17,Montenegro,Slovenia,19,20,190,0,0,2,2,16,12,0,25,37
2017,4,2017-03-18,Ukraine,Poland,17,26,191,0,0,1,1,4,12,0,44,30
2017,4,2017-03-18,Slovakia,Belarus,22,27,192,0,0,1,1,17,6,0,36,4
2017,4,2017-03-18,Sweden,Germany,33,28,193,0,0,100,100,23,14,1,40,14
2017,4,2017-03-18,Netherlands,Iceland,38,18,194,0,0,1,1,24,7,0,26,17
2017,4,2017-03-18,North Macedonia,Serbia,27,43,195,0,0,1,1,2,10,0,27,35
2017,4,2017-03-18,Czech Republic,Austria,35,26,196,0,0,2,2,12,12,0,9,3
2017,4,2017-03-18,Turkey,Lithuania,30,23,197,0,0,1,1,5,3,0,43,24
2017,4,2017-03-19,Romania,Spain,21,20,198,0,0,2,2,23,24,0,32,39
2017,4,2017-03-19,Germany,Sweden,23,24,199,0,0,1,1,15,24,0,14,40
2017,4,2017-03-19,Poland,Slovakia,29,25,200,0,0,1,1,13,18,0,30,36
2017,4,2017-03-19,Belarus,Ukraine,24,23,201,0,0,1,1,7,5,0,4,44
2017,4,2017-05-31,Serbia,Montenegro,31,31,202,0,0,74,75,11,17,0,35,25
2017,4,2017-06-01,Israel,Greece,23,27,203,0,0,7,7,1,1,1,19,15
2017,4,2017-06-01,Turkey,Lithuania,26,27,204,0,0,75,75,6,4,0,43,24
2017,4,2017-06-01,Russia,North Macedonia,35,29,205,0,0,100,75,15,3,1,33,27
2017,4,2017-06-01,Serbia,Montenegro,31,24,206,0,0,1,1,12,18,0,35,25
2017,4,2017-06-02,North Macedonia,Lithuania,31,24,207,0,0,1,1,4,5,0,27,24
2017,4,2017-06-02,Turkey,Russia,32,34,208,0,0,1,1,7,16,0,43,33
2017,4,2017-06-03,Israel,Greece,26,28,209,0,0,2,2,2,2,0,19,15
2017,4,2017-06-03,Russia,Lithuania,30,12,210,0,0,1,1,17,6,0,33,24
2017,4,2017-06-03,Belarus,Ukraine,34,31,211,0,0,76,76,8,6,0,4,44
2017,4,2017-06-03,Turkey,North Macedonia,38,29,212,0,0,1,1,8,5,0,43,27
2017,4,2017-06-04,Belarus,Ukraine,32,24,213,0,0,1,1,9,7,0,4,44
2017,4,2017-06-07,Croatia,Sweden,28,35,214,0,0,82,80,8,25,0,7,40
2017,4,2017-06-08,Denmark,Germany,17,22,215,0,0,100,81,7,16,1,10,14
2018,3,2017-06-10,Faroe Islands,Greece,25,24,216,0,0,7,7,1,3,1,12,15
2018,3,2017-06-11,Israel,Kosovo,25,32,217,0,0,8,7,3,1,1,19,23
2017,4,2017-06-11,Brazil,Portugal,35,29,218,0,0,100,100,23,2,1,5,31
2017,4,2017-06-13,Brazil,Portugal,38,25,219,0,0,2,2,24,3,0,5,31
2017,4,2017-06-15,Norway,France,24,21,220,0,0,100,100,19,19,1,28,13
2017,4,2017-06-16,Croatia,Serbia,28,21,221,0,0,9,15,9,13,0,7,35
2017,4,2017-06-17,Norway,France,23,22,222,0,0,2,2,20,20,0,28,13
2017,4,2017-09-22,Turkey,North Macedonia,30,26,223,0,0,100,100,9,6,0,43,27
2017,4,2017-09-23,Russia,South Korea,49,40,224,0,0,100,100,18,13,0,33,38
2017,4,2017-09-24,Italy,North Macedonia,24,29,225,0,0,100,2,3,7,1,20,27
2018,3,2017-09-27,Denmark,Slovenia,28,22,226,0,0,100,100,8,13,1,10,37
2018,3,2017-09-27,Czech Republic,Iceland,30,23,227,0,0,100,100,13,8,1,9,17
2018,3,2017-09-27,Germany,Lithuania,26,26,228,0,0,100,100,17,7,1,14,24
2018,3,2017-09-27,Spain,Turkey,35,16,229,0,0,100,5,25,10,1,39,43
2018,3,2017-09-27,Netherlands,Belarus,33,21,230,0,0,100,100,25,10,1,26,4
2018,3,2017-09-27,Norway,Ukraine,35,22,231,0,0,100,100,21,8,1,28,44
2018,3,2017-09-27,Croatia,Switzerland,32,28,232,0,0,100,100,10,7,1,7,41
2018,3,2017-09-27,Hungary,Kosovo,37,12,233,0,0,100,100,7,2,1,16,23
2018,3,2017-09-27,Poland,Italy,40,13,234,0,0,100,3,14,4,1,30,20
2018,3,2017-09-27,Romania,Austria,36,25,235,0,0,100,100,24,13,1,32,3
2018,3,2017-09-28,Russia,Portugal,32,25,236,0,0,5,100,19,4,1,33,31
2018,3,2017-09-28,Sweden,North Macedonia,38,26,237,0,0,100,4,26,8,1,40,27
2018,3,2017-09-28,Serbia,Faroe Islands,36,20,238,0,0,100,100,14,2,1,35,12
2018,3,2017-09-28,Montenegro,Slovakia,24,23,239,0,0,100,100,19,19,1,25,36
2017,4,2017-09-29,France,Brazil,23,21,240,0,0,100,100,21,25,0,13,5
2018,3,2017-09-30,Austria,Russia,27,25,241,0,0,3,2,14,20,0,3,33
2018,3,2017-10-01,Kosovo,Netherlands,12,40,242,0,0,4,4,3,26,0,23,26
2018,3,2017-10-01,North Macedonia,Serbia,27,33,243,0,0,3,3,9,15,0,27,35
2018,3,2017-10-01,Faroe Islands,Sweden,15,33,244,0,0,3,3,3,27,0,12,40
2018,3,2017-10-01,Lithuania,Spain,17,24,245,0,0,4,4,8,26,0,24,39
2018,3,2017-10-01,Slovenia,Czech Republic,28,28,246,0,0,4,4,14,14,0,37,9
2018,3,2017-10-01,Ukraine,Croatia,26,22,247,0,0,4,4,9,11,0,44,7
2018,3,2017-10-01,Iceland,Denmark,14,29,248,0,0,4,4,9,9,0,17,10
2018,3,2017-10-01,Switzerland,Norway,12,29,249,0,0,4,4,8,22,0,41,28
2018,3,2017-10-01,Italy,Montenegro,16,23,250,0,0,4,3,5,20,0,20,25
2018,3,2017-10-01,Portugal,Romania,16,32,251,0,0,3,4,5,25,0,31,32
2018,3,2017-10-01,Slovakia,Poland,20,29,252,0,0,3,4,20,15,0,36,30
2018,3,2017-10-01,Turkey,Germany,16,30,253,0,0,4,4,11,18,0,43,14
2018,3,2017-10-01,Belarus,Hungary,18,25,254,0,0,4,4,11,8,0,4,16
2017,4,2017-10-01,France,Brazil,22,22,255,0,0,2,2,22,26,0,13,5
2017,4,2017-10-28,Germany,Netherlands,23,18,256,0,0,27,27,19,27,0,14,26
2017,4,2017-10-29,Germany,Netherlands,36,26,257,0,0,1,1,20,28,0,14,26
2017,4,2017-11-21,Serbia,Slovakia,30,30,258,0,0,51,51,16,21,0,35,36
2017,4,2017-11-22,Serbia,Slovakia,26,24,259,0,0,1,1,17,22,0,35,36
2017,4,2017-11-23,Czech Republic,Austria,27,28,260,0,0,53,54,15,15,0,9,3
2017,4,2017-11-24,Spain,Argentina,28,19,261,0,0,54,100,27,12,0,39,2
2017,4,2017-11-24,France,Tunisia,35,19,262,0,0,54,100,23,8,0,13,42
2017,4,2017-11-24,Japan,Ukraine,24,25,263,0,0,100,54,15,10,1,21,44
2017,4,2017-11-24,Slovakia,Germany,22,23,264,0,0,2,26,23,21,0,36,14
2017,4,2017-11-24,Romania,Poland,21,27,265,0,0,54,54,26,16,0,32,30
2017,4,2017-11-24,Slovenia,Angola,31,25,266,0,0,54,100,15,10,0,37,1
2017,4,2017-11-24,North Macedonia,Brazil,19,32,267,0,0,54,54,10,27,0,27,5
2017,4,2017-11-24,Czech Republic,Switzerland,29,22,268,0,0,1,54,16,9,0,9,41
2017,4,2017-11-25,Spain,Japan,26,22,269,0,0,1,1,28,16,0,39,21
2017,4,2017-11-25,Ukraine,Argentina,31,25,270,0,0,1,1,11,13,0,44,2
2017,4,2017-11-25,Germany,Iceland,32,19,271,0,0,1,55,22,10,0,14,17
2017,4,2017-11-25,Denmark,Sweden,26,25,272,0,0,55,55,10,28,0,10,40
2017,4,2017-11-25,Romania,North Macedonia,31,18,273,0,0,1,1,27,11,0,32,27
2017,4,2017-11-25,Brazil,Poland,18,29,274,0,0,1,1,28,17,0,5,30
2017,4,2017-11-25,Switzerland,Austria,22,24,275,0,0,1,2,10,16,0,41,3
2017,4,2017-11-26,Spain,Ukraine,33,14,276,0,0,1,1,29,12,0,39,44
2017,4,2017-11-26,Montenegro,Serbia,36,26,277,0,0,56,4,21,18,0,25,35
2017,4,2017-11-26,France,Slovenia,26,18,278,0,0,2,2,24,16,0,13,37
2017,4,2017-11-26,Argentina,Japan,26,21,279,0,0,1,1,14,17,0,2,21
2017,4,2017-11-26,Romania,Brazil,24,23,280,0,0,1,1,28,29,0,32,5
2017,4,2017-11-26,Angola,Tunisia,31,14,281,0,0,2,2,11,9,0,1,42
2017,4,2017-11-26,North Macedonia,Poland,25,32,282,0,0,1,1,12,18,0,27,30
2017,4,2017-11-27,Sweden,Denmark,23,17,283,0,0,2,2,29,11,0,40,10
2017,4,2017-11-27,Slovakia,Iceland,26,28,284,0,0,3,2,24,11,0,36,17
2017,4,2017-11-27,Montenegro,Serbia,25,31,285,0,0,1,1,22,19,0,25,35
2017,4,2017-11-28,Slovakia,Iceland,25,27,286,0,0,1,1,25,12,0,36,17
2017,4,2017-11-29,France,Angola,30,18,287,0,0,3,3,25,12,0,13,1
2018,3,2018-03-21,Iceland,Slovenia,30,30,288,0,0,100,100,13,17,0,17,37
2018,3,2018-03-21,Faroe Islands,North Macedonia,15,22,289,0,0,100,100,4,13,0,12,27
2018,3,2018-03-21,Switzerland,Ukraine,21,15,290,0,0,100,100,11,13,0,41,44
2018,3,2018-03-21,Germany,Spain,33,24,291,0,0,100,100,23,30,0,14,39
2018,3,2018-03-21,Italy,Slovakia,20,21,292,0,0,100,100,6,26,0,20,36
2018,3,2018-03-21,Croatia,Norway,25,32,293,0,0,100,100,12,23,0,7,28
2018,3,2018-03-21,Kosovo,Belarus,22,31,294,0,0,100,100,4,12,0,23,4
2018,3,2018-03-21,Serbia,Sweden,30,23,295,0,0,100,100,20,30,0,35,40
2018,3,2018-03-21,Poland,Montenegro,20,26,296,0,0,100,100,19,23,0,30,25
2018,3,2018-03-21,Czech Republic,Denmark,21,26,297,0,0,100,100,17,12,0,9,10
2018,3,2018-03-21,Russia,Romania,30,25,298,0,0,100,100,21,29,0,33,32
2018,3,2018-03-22,Portugal,Austria,30,32,299,0,0,100,100,6,17,0,31,3
2018,3,2018-03-22,Hungary,Netherlands,18,19,300,0,0,100,100,9,29,0,16,26
2018,3,2018-03-22,Lithuania,Turkey,22,22,301,0,0,100,100,9,12,0,24,43
2018,4,2018-03-22,France,Brazil,28,17,302,0,0,100,100,26,30,1,13,5
