season,division,date,home,away,home_goals,away_goals,game_nr,team1_home,casual
2016,2,2016-01-08,Spain,Sweden,32,22,106,1,1
2016,2,2016-01-08,Croatia,Slovenia,31,30,107,1,1
2016,2,2016-01-08,Poland,Brazil,27,23,108,1,1
2016,2,2016-01-08,Russia,Netherlands,35,28,109,1,1
2016,2,2016-01-08,Argentina,Belarus,29,28,110,1,1
2016,2,2016-01-09,Spain,Brazil,37,30,111,1,1
2016,2,2016-01-09,Serbia,Hungary,24,22,112,1,1
2016,2,2016-01-09,Slovenia,Croatia,32,17,113,1,1
2016,2,2016-01-09,Sweden,Poland,26,28,114,1,1
2016,2,2016-01-09,Germany,Iceland,26,25,115,1,1
2016,2,2016-01-09,Russia,Argentina,30,24,116,1,1
2016,2,2016-01-09,Belarus,Netherlands,34,34,117,1,1
2016,2,2016-01-10,North Macedonia,Montenegro,35,28,118,1,1
2016,2,2016-01-10,Hungary,Serbia,25,25,119,1,1
2016,2,2016-01-10,Germany,Iceland,24,27,120,1,1
2016,2,2016-01-10,Russia,Belarus,28,28,121,1,1
2016,2,2016-01-10,Spain,Poland,26,12,122,1,1
2016,2,2016-01-10,Argentina,Netherlands,17,28,123,1,1
2016,2,2016-01-10,Brazil,Sweden,28,25,124,1,1
2016,2,2016-01-11,North Macedonia,Montenegro,29,26,125,1,1
2016,2,2016-03-11,Germany,Qatar,32,17,126,1,1
2016,2,2016-03-13,Germany,Qatar,24,26,127,1,1
2016,2,2016-04-02,Germany,Denmark,33,26,128,1,1
2016,2,2016-04-03,Norway,Iceland,29,25,129,1,1
2016,2,2016-04-03,Germany,Austria,26,20,130,1,1
2016,2,2016-04-04,Argentina,Brazil,20,24,131,1,1
2016,2,2016-04-05,Norway,Iceland,34,27,132,1,1
2016,2,2016-04-05,Qatar,Argentina,33,19,133,1,1
2016,2,2016-04-07,Austria,Czech Republic,26,27,134,1,1
2016,2,2016-04-07,Qatar,Brazil,30,28,135,1,1
2016,2,2016-04-07,Portugal,Netherlands,31,25,136,1,1
2016,2,2016-04-08,Portugal,Netherlands,36,24,137,1,1
2016,2,2016-04-08,Serbia,Russia,28,23,138,1,1
2016,3,2016-04-08,Denmark,Croatia,28,24,139,0,0
2016,3,2016-04-08,Poland,North Macedonia,25,20,140,0,0
2016,3,2016-04-08,Iran,Sweden,19,34,141,0,0
2016,3,2016-04-08,Chile,Tunisia,29,35,142,0,0
2016,3,2016-04-08,Norway,Bahrain,35,29,143,0,0
2016,3,2016-04-08,Spain,Slovenia,21,24,144,0,0
2016,2,2016-04-09,Slovakia,Netherlands,24,28,145,1,1
2016,2,2016-04-09,Serbia,Russia,27,25,146,1,1
2016,2,2016-04-09,France,Hungary,28,25,147,1,1
2016,2,2016-04-09,Czech Republic,Austria,26,23,148,1,1
2016,3,2016-04-09,Denmark,Norway,25,25,149,0,0
2016,3,2016-04-09,Poland,Chile,35,27,150,0,0
2016,3,2016-04-09,Slovenia,Sweden,23,24,151,0,0
2016,3,2016-04-09,Croatia,Bahrain,33,22,152,0,0
2016,3,2016-04-09,North Macedonia,Tunisia,26,32,153,0,0
2016,3,2016-04-09,Spain,Iran,37,23,154,0,0
2016,2,2016-04-10,Portugal,Slovakia,33,23,155,1,1
2016,3,2016-04-10,Bahrain,Denmark,24,26,156,0,0
2016,3,2016-04-10,Tunisia,Poland,24,28,157,0,0
2016,3,2016-04-10,Slovenia,Iran,33,17,158,0,0
2016,3,2016-04-10,Croatia,Norway,27,21,159,0,0
2016,3,2016-04-10,North Macedonia,Chile,30,27,160,0,0
2016,3,2016-04-10,Sweden,Spain,23,25,161,0,0
2016,2,2016-06-04,Norway,Belarus,36,33,162,1,1
2016,2,2016-06-07,Norway,Belarus,33,26,163,1,1
2016,2,2016-06-08,Portugal,Qatar,27,22,164,1,1
2016,2,2016-06-08,Germany,Russia,25,27,165,1,1
2016,2,2016-06-11,Slovakia,Switzerland,19,27,166,1,1
2016,2,2016-06-12,Slovakia,Switzerland,29,25,167,1,1
2016,2,2016-07-13,Germany,Tunisia,38,32,168,1,1
2016,2,2016-07-14,Croatia,Sweden,26,24,169,1,1
2016,2,2016-07-16,Croatia,Sweden,25,25,170,1,1
2016,2,2016-07-16,Denmark,Brazil,26,26,171,1,1
2016,2,2016-07-16,Slovenia,Tunisia,33,25,172,1,1
2016,2,2016-07-17,Slovenia,Tunisia,39,24,173,1,1
2016,2,2016-07-22,Germany,Denmark,19,25,174,1,1
2016,2,2016-07-22,France,Egypt,30,26,175,1,1
2016,2,2016-07-22,Slovenia,Croatia,27,25,176,1,1
2016,2,2016-07-22,Qatar,Poland,24,20,177,1,1
2016,2,2016-07-24,Qatar,Poland,29,26,178,1,1
2016,2,2016-07-24,France,Denmark,29,25,179,1,1
2016,2,2016-07-24,Egypt,Germany,27,30,180,1,1
2016,2,2016-07-26,Croatia,Slovenia,22,20,181,1,1
2016,2,2016-07-27,Argentina,Egypt,23,23,182,1,1
2016,2,2016-07-29,Argentina,Egypt,25,23,183,1,1
2016,2,2016-08-04,Slovenia,Denmark,22,21,184,1,1
2016,2,2016-08-04,Argentina,Sweden,11,20,185,1,1
2016,3,2016-08-07,France,Tunisia,25,23,186,0,0
2016,3,2016-08-07,Poland,Brazil,32,34,187,0,0
2016,3,2016-08-07,Denmark,Argentina,25,19,188,0,0
2016,3,2016-08-07,Sweden,Germany,29,32,189,0,0
2016,3,2016-08-07,Croatia,Qatar,23,30,190,0,0
2016,3,2016-08-08,Slovenia,Egypt,27,26,191,0,0
2016,3,2016-08-09,Egypt,Sweden,26,25,192,0,0
2016,3,2016-08-09,Brazil,Slovenia,28,31,193,0,0
2016,3,2016-08-09,Tunisia,Denmark,23,31,194,0,0
2016,3,2016-08-09,Germany,Poland,32,29,195,0,0
2016,3,2016-08-09,Qatar,France,20,35,196,0,0
2016,3,2016-08-10,Argentina,Croatia,26,27,197,0,0
2016,3,2016-08-11,Slovenia,Sweden,29,24,198,0,0
2016,3,2016-08-11,Brazil,Germany,33,30,199,0,0
2016,3,2016-08-11,Denmark,Croatia,24,27,200,0,0
2016,3,2016-08-11,Poland,Egypt,33,25,201,0,0
2016,3,2016-08-11,Tunisia,Qatar,25,25,202,0,0
2016,3,2016-08-12,France,Argentina,31,24,203,0,0
2016,3,2016-08-13,Sweden,Poland,24,25,204,0,0
2016,3,2016-08-13,Egypt,Brazil,27,27,205,0,0
2016,3,2016-08-13,Denmark,Qatar,26,25,206,0,0
2016,3,2016-08-13,Croatia,France,29,28,207,0,0
2016,3,2016-08-13,Slovenia,Germany,25,28,208,0,0
2016,3,2016-08-14,Argentina,Tunisia,23,21,209,0,0
2016,3,2016-08-15,Croatia,Tunisia,41,26,210,0,0
2016,3,2016-08-15,Sweden,Brazil,30,19,211,0,0
2016,3,2016-08-15,France,Denmark,33,30,212,0,0
2016,3,2016-08-15,Germany,Egypt,31,25,213,0,0
2016,3,2016-08-15,Poland,Slovenia,20,25,214,0,0
2016,3,2016-08-16,Qatar,Argentina,22,18,215,0,0
2016,3,2016-08-17,Croatia,Poland,27,30,216,0,0
2016,3,2016-08-17,Denmark,Slovenia,37,30,217,0,0
2016,3,2016-08-17,Germany,Qatar,34,22,218,0,0
2016,3,2016-08-17,Brazil,France,27,34,219,0,0
2016,3,2016-08-19,Poland,Denmark,28,29,220,0,0
2016,3,2016-08-19,France,Germany,29,28,221,0,0
2016,3,2016-08-21,Denmark,France,28,26,222,0,0
2016,3,2016-08-21,Poland,Germany,25,31,223,0,0
2016,2,2016-09-06,Belarus,Switzerland,24,30,224,1,1
2016,2,2016-09-07,Belarus,Switzerland,27,27,225,1,1
2016,2,2016-11-01,Greece,Israel,31,23,226,1,1
2016,2,2016-11-02,Greece,Israel,30,22,227,1,1
2016,3,2016-11-14,Japan,Saudi Arabia,27,19,228,0,0
2016,3,2016-11-16,Japan,Qatar,19,36,229,0,0
2016,3,2016-11-18,Qatar,Saudi Arabia,29,23,230,0,0
2016,3,2016-11-18,Iran,Japan,31,27,231,0,0
2016,3,2016-11-19,Bahrain,Iraq,35,16,232,0,0
2016,3,2016-11-20,Iran,Qatar,17,32,233,0,0
2016,3,2016-11-22,Iran,Saudi Arabia,30,24,234,0,0
2016,3,2016-11-25,Bahrain,Iran,30,35,235,0,0
2016,3,2016-11-25,Iraq,Saudi Arabia,31,33,236,0,0
2016,3,2016-11-26,Saudi Arabia,Japan,27,38,237,0,0
2016,3,2016-11-27,Iran,Qatar,19,28,238,0,0
2016,2,2016-12-27,Latvia,Belarus,23,20,239,1,1
2016,2,2016-12-27,Russia,Egypt,24,23,240,1,1
2016,2,2016-12-28,Latvia,Russia,19,27,241,1,1
2016,2,2016-12-28,Belarus,Egypt,28,27,242,1,1
2016,2,2016-12-29,Hungary,Slovakia,35,26,243,1,1
2016,2,2016-12-29,Czech Republic,Bahrain,28,23,244,1,1
2016,2,2016-12-29,Latvia,Egypt,20,30,245,1,1
2016,2,2016-12-29,Belarus,Russia,21,28,246,1,1
2016,2,2016-12-30,Slovenia,Saudi Arabia,31,18,247,1,1
2016,2,2016-12-30,Hungary,Czech Republic,34,25,248,1,1
2016,2,2016-12-30,Bahrain,Slovakia,28,26,249,1,1
2017,2,2017-01-03,Germany,Romania,30,21,250,1,1
2017,2,2017-01-03,North Macedonia,Bosnia & Herzegovina,28,24,251,1,1
2017,2,2017-01-05,Denmark,Hungary,24,21,252,1,1
2017,2,2017-01-05,Portugal,Austria,34,28,253,1,1
2017,2,2017-01-05,Greece,Turkey,24,22,254,1,1
2017,2,2017-01-05,Egypt,Iceland,27,30,255,1,1
2017,2,2017-01-06,Brazil,Romania,25,24,256,1,1
2017,2,2017-01-06,Denmark,Egypt,36,26,257,1,1
2017,2,2017-01-06,France,Slovenia,29,27,258,1,1
2017,2,2017-01-06,Spain,Poland,30,20,259,1,1
2017,2,2017-01-06,Switzerland,Slovakia,29,18,260,1,1
2017,2,2017-01-06,Greece,Turkey,30,22,261,1,1
2017,2,2017-01-06,Iceland,Hungary,27,30,262,1,1
2017,2,2017-01-06,Argentina,Qatar,25,30,263,1,1
2017,2,2017-01-06,Sweden,Norway,37,29,264,1,1
2017,2,2017-01-06,Russia,Belarus,31,26,265,1,1
2017,4,2017-01-06,Belgium,Turkey,24,31,266,0,0
2017,4,2017-01-06,Luxembourg,Switzerland,23,36,267,0,0
2017,4,2017-01-06,Kosovo,Bosnia & Herzegovina,29,33,268,0,0
2017,4,2017-01-06,Italy,Austria,27,40,269,0,0
2017,4,2017-01-06,Finland,Romania,21,34,270,0,0
2017,2,2017-01-07,Sweden,Norway,27,25,271,1,1
2017,2,2017-01-07,Switzerland,Romania,25,19,272,1,1
2017,2,2017-01-07,Montenegro,Tunisia,31,31,273,1,1
2017,2,2017-01-07,Spain,Argentina,38,25,274,1,1
2017,2,2017-01-07,Slovakia,Brazil,20,30,275,1,1
2017,2,2017-01-07,Poland,Qatar,25,26,276,1,1
2017,2,2017-01-07,Portugal,Austria,32,25,277,1,1
2017,2,2017-01-07,Russia,Belarus,27,22,278,1,1
2017,4,2017-01-07,Lithuania,Slovakia,18,18,279,0,0
2017,4,2017-01-07,Ukraine,Greece,25,27,280,0,0
2017,2,2017-01-08,Denmark,Iceland,34,26,281,1,1
2017,2,2017-01-08,Croatia,Tunisia,35,30,282,1,1
2017,2,2017-01-08,Egypt,Hungary,26,32,283,1,1
2017,2,2017-01-08,Bosnia & Herzegovina,Saudi Arabia,28,22,284,1,1
2017,2,2017-01-08,France,Slovenia,33,26,285,1,1
2017,2,2017-01-08,Switzerland,Brazil,27,25,286,1,1
2017,2,2017-01-08,Romania,Slovakia,30,26,287,1,1
2017,2,2017-01-08,Spain,Qatar,32,27,288,1,1
2017,2,2017-01-08,Poland,Argentina,26,26,289,1,1
2017,2,2017-01-09,Sweden,Chile,38,21,290,1,1
2017,2,2017-01-09,Germany,Austria,33,16,291,1,1
2017,2,2017-01-09,Croatia,Montenegro,24,22,292,1,1
2017,2,2017-01-09,Bosnia & Herzegovina,Saudi Arabia,36,35,293,1,1
2017,4,2017-01-09,Austria,Italy,30,19,294,0,0
2017,4,2017-01-09,Bosnia & Herzegovina,Kosovo,41,25,295,0,0
2017,4,2017-01-09,Switzerland,Luxembourg,30,18,296,0,0
2017,4,2017-01-09,Slovakia,Lithuania,31,27,297,0,0
2017,4,2017-01-10,Romania,Finland,36,29,298,0,0
2017,4,2017-01-10,Turkey,Belgium,31,28,299,0,0
2017,4,2017-01-10,Greece,Ukraine,21,27,300,0,0
2017,4,2017-01-11,France,Brazil,31,16,301,0,0
2017,2,2017-01-12,Austria,Czech Republic,26,30,302,1,1
2017,4,2017-01-12,Poland,Norway,20,22,303,0,0
2017,4,2017-01-12,Spain,Iceland,27,21,304,0,0
2017,4,2017-01-12,North Macedonia,Tunisia,34,30,305,0,0
2017,4,2017-01-12,Russia,Japan,39,29,306,0,0
2017,2,2017-01-13,Finland,Netherlands,17,34,307,1,1
2017,2,2017-01-13,Czech Republic,Switzerland,28,27,308,1,1
2017,4,2017-01-13,Croatia,Saudi Arabia,28,23,309,0,0
2017,4,2017-01-13,Denmark,Argentina,33,22,310,0,0
2017,4,2017-01-13,Germany,Hungary,27,23,311,0,0
2017,4,2017-01-13,Japan,France,19,31,312,0,0
2017,4,2017-01-13,Sweden,Bahrain,33,16,313,0,0
2017,4,2017-01-13,Belarus,Chile,28,32,314,0,0
2017,4,2017-01-13,Qatar,Egypt,20,22,315,0,0
2017,4,2017-01-13,Switzerland,Netherlands,21,24,316,0,0
2017,4,2017-01-13,Lithuania,Kosovo,42,23,317,0,0
2017,4,2017-01-13,Slovakia,Bosnia & Herzegovina,24,26,318,0,0
2017,4,2017-01-13,Turkey,Czech Republic,27,24,319,0,0
2017,4,2017-01-13,Finland,Italy,26,25,320,0,0
2017,4,2017-01-13,Greece,Latvia,23,23,321,0,0
2017,2,2017-01-14,Finland,Netherlands,28,28,322,1,1
2017,2,2017-01-14,Austria,Switzerland,31,29,323,1,1
2017,4,2017-01-14,Egypt,Denmark,28,35,324,0,0
2017,4,2017-01-14,Hungary,Croatia,28,31,325,0,0
2017,4,2017-01-14,Norway,Russia,28,24,326,0,0
2017,4,2017-01-14,Tunisia,Spain,21,26,327,0,0
2017,4,2017-01-14,Brazil,Poland,28,24,328,0,0
2017,4,2017-01-14,Iceland,Slovenia,25,26,329,0,0
2017,4,2017-01-14,Romania,Austria,32,29,330,0,0
2017,2,2017-01-15,Finland,Netherlands,23,35,331,1,1
2017,4,2017-01-15,Brazil,Japan,27,24,332,0,0
2017,4,2017-01-15,Saudi Arabia,Belarus,26,29,333,0,0
2017,4,2017-01-15,Bahrain,Qatar,22,32,334,0,0
2017,4,2017-01-15,France,Norway,31,28,335,0,0
2017,4,2017-01-15,Argentina,Sweden,17,35,336,0,0
2017,4,2017-01-15,Chile,Germany,14,35,337,0,0
2017,4,2017-01-15,Iceland,Tunisia,22,22,338,0,0
2017,4,2017-01-16,Croatia,Belarus,31,25,339,0,0
2017,4,2017-01-16,Denmark,Sweden,27,25,340,0,0
2017,4,2017-01-16,Poland,Russia,20,24,341,0,0
2017,4,2017-01-16,Egypt,Bahrain,31,29,342,0,0
2017,4,2017-01-16,Hungary,Chile,34,29,343,0,0
2017,4,2017-01-16,Slovenia,North Macedonia,29,22,344,0,0
2017,4,2017-01-16,Czech Republic,Turkey,34,28,345,0,0
2017,4,2017-01-16,Italy,Romania,28,30,346,0,0
2017,4,2017-01-17,Russia,France,24,35,347,0,0
2017,4,2017-01-17,Germany,Saudi Arabia,38,24,348,0,0
2017,4,2017-01-17,Poland,Japan,26,25,349,0,0
2017,4,2017-01-17,Qatar,Argentina,21,17,350,0,0
2017,4,2017-01-17,Slovenia,Tunisia,28,28,351,0,0
2017,4,2017-01-17,Norway,Brazil,39,26,352,0,0
2017,4,2017-01-17,Bosnia & Herzegovina,Lithuania,31,22,353,0,0
2017,4,2017-01-17,Kosovo,Slovakia,22,26,354,0,0
2017,4,2017-01-17,Austria,Finland,32,20,355,0,0
2017,4,2017-01-17,Latvia,Ukraine,22,21,356,0,0
2017,4,2017-01-17,Netherlands,Switzerland,34,21,357,0,0
2017,4,2017-01-18,Croatia,Chile,37,22,358,0,0
2017,4,2017-01-18,North Macedonia,Spain,25,29,359,0,0
2017,4,2017-01-18,Sweden,Qatar,36,25,360,0,0
2017,4,2017-01-18,Belarus,Germany,25,31,361,0,0
2017,4,2017-01-18,Denmark,Bahrain,30,26,362,0,0
2017,4,2017-01-18,Argentina,Egypt,26,31,363,0,0
2017,4,2017-01-18,Saudi Arabia,Hungary,24,37,364,0,0
2017,4,2017-01-19,Japan,Norway,23,38,365,0,0
2017,4,2017-01-19,Spain,Slovenia,36,26,366,0,0
2017,4,2017-01-19,France,Poland,26,25,367,0,0
2017,4,2017-01-19,North Macedonia,Iceland,27,27,368,0,0
2017,4,2017-01-19,Russia,Brazil,28,24,369,0,0
2017,4,2017-01-20,Belarus,Hungary,27,25,370,0,0
2017,4,2017-01-20,Qatar,Denmark,29,32,371,0,0
2017,4,2017-01-20,Germany,Croatia,28,21,372,0,0
2017,4,2017-01-20,Sweden,Egypt,33,26,373,0,0
2017,4,2017-01-20,Bahrain,Argentina,17,26,374,0,0
2017,4,2017-01-20,Chile,Saudi Arabia,25,26,375,0,0
2017,4,2017-01-21,Brazil,Spain,27,28,376,0,0
2017,4,2017-01-21,Russia,Slovenia,26,32,377,0,0
2017,4,2017-01-21,France,Iceland,31,25,378,0,0
2017,4,2017-01-21,Norway,North Macedonia,34,24,379,0,0
2017,4,2017-01-21,Poland,Tunisia,28,26,380,0,0
2017,4,2017-01-22,Croatia,Egypt,21,19,381,0,0
2017,4,2017-01-22,Germany,Qatar,20,21,382,0,0
2017,4,2017-01-22,Belarus,Sweden,22,41,383,0,0
2017,4,2017-01-22,Hungary,Denmark,27,25,384,0,0
2017,4,2017-01-22,Saudi Arabia,Argentina,22,24,385,0,0
2017,4,2017-01-22,Chile,Bahrain,35,30,386,0,0
2017,4,2017-01-23,Poland,Argentina,24,22,387,0,0
2017,4,2017-01-23,Tunisia,Saudi Arabia,39,30,388,0,0
2017,4,2017-01-23,Japan,Chile,29,35,389,0,0
2017,4,2017-01-24,Slovenia,Qatar,32,30,390,0,0
2017,4,2017-01-24,Spain,Croatia,29,30,391,0,0
2017,4,2017-01-24,France,Sweden,33,30,392,0,0
2017,4,2017-01-24,Norway,Hungary,31,28,393,0,0
2017,4,2017-01-26,France,Slovenia,31,25,394,0,0
2017,4,2017-01-27,Croatia,Norway,25,28,395,0,0
2017,4,2017-01-28,Slovenia,Croatia,31,30,396,0,0
2017,4,2017-01-29,France,Norway,33,26,397,0,0
2017,2,2017-03-18,Switzerland,Belarus,32,28,398,1,1
2017,2,2017-03-18,Sweden,Germany,27,25,399,1,1
2017,2,2017-03-19,Germany,Sweden,25,25,400,1,1
2017,2,2017-03-19,Switzerland,Belarus,31,31,401,1,1
2017,2,2017-06-08,Norway,Iceland,36,30,402,1,1
2017,2,2017-06-08,Slovenia,Montenegro,38,24,403,1,1
2017,2,2017-06-08,Poland,Sweden,27,33,404,1,1
2017,2,2017-06-08,Belarus,Ukraine,31,32,405,1,1
2017,2,2017-06-09,Norway,Sweden,22,21,406,1,1
2017,2,2017-06-09,Slovenia,Montenegro,33,24,407,1,1
2017,2,2017-06-09,Iceland,Poland,24,21,408,1,1
2017,2,2017-06-09,Lithuania,Latvia,40,30,409,1,1
2017,2,2017-06-09,Belarus,Ukraine,24,21,410,1,1
2017,2,2017-06-10,Lithuania,Latvia,36,23,411,1,1
2017,4,2017-06-10,Serbia,Hungary,25,26,412,0,0
2017,2,2017-06-11,Norway,Poland,41,22,413,1,1
2017,2,2017-06-11,Sweden,Iceland,23,23,414,1,1
2017,4,2017-06-11,Poland,Netherlands,27,21,415,0,0
2017,4,2017-06-11,Slovenia,Norway,24,18,416,0,0
2017,4,2017-06-11,Czech Republic,North Macedonia,28,22,417,0,0
2017,4,2017-06-12,Denmark,Austria,35,27,418,0,0
2017,4,2017-06-12,Iceland,Portugal,26,23,419,0,0
2017,4,2017-06-12,Belarus,Latvia,26,24,420,0,0
2017,4,2017-06-12,Russia,Montenegro,29,22,421,0,0
2017,4,2017-06-12,Sweden,Bosnia & Herzegovina,27,19,422,0,0
2017,4,2017-06-15,Austria,Denmark,20,23,423,0,0
2017,4,2017-06-15,Bosnia & Herzegovina,Sweden,27,27,424,0,0
2017,4,2017-06-15,Hungary,Serbia,30,25,425,0,0
2017,4,2017-06-15,North Macedonia,Czech Republic,34,27,426,0,0
2017,4,2017-06-15,Netherlands,Poland,25,24,427,0,0
2017,4,2017-06-15,Norway,Slovenia,29,27,428,0,0
2017,4,2017-06-15,Latvia,Belarus,28,26,429,0,0
2017,4,2017-06-15,Montenegro,Russia,19,29,430,0,0
2017,4,2017-06-16,Portugal,Iceland,21,20,431,0,0
2017,2,2017-08-14,Tunisia,Iran,30,23,432,1,1
