date,home,away,home_score,away_score
24.11. 17:00,Hungary W,Ukraine W,38,19
24.11. 14:15,Austria W,Germany W,26,28
24.11. 13:00,Sweden W,Poland W,28,27
23.11. 17:00,Slovakia W,Ukraine W,30,27
23.11. 13:00,Sweden W,Poland W,38,22
22.11. 18:30,Switzerland W,Iceland W,30,29
22.11. 17:00,Hungary W,Slovakia W,38,31
22.11. 15:00,Croatia W,North Macedonia W,26,18
27.10. 15:30,Romania W,Brazil W,31,34
27.10. 12:30,Turkey W,Slovakia W,31,36
27.10. 10:30,Switzerland W,North Macedonia W,27,22
26.10. 16:30,Brazil W,Turkey W,33,28
26.10. 16:00,Iceland W,Poland W,28,24
26.10. 15:15,France W,Hungary W,26,22
26.10. 14:30,Romania W,Switzerland W,27,36
26.10. 14:00,Sweden W,Spain W,41,28
26.10. 11:30,North Macedonia W,Slovakia W,27,29
25.10. 20:15,Iceland W,Poland W,30,24
25.10. 16:30,Switzerland W,Turkey W,37,26
25.10. 16:00,Austria W,Czech Republic W,26,25
25.10. 14:30,Romania W,North Macedonia W,36,25
25.10. 14:00,Algeria W,Senegal W,24,30
25.10. 11:30,Brazil W,Slovakia W,34,30
24.10. 19:10,France W,Hungary W,27,30
24.10. 17:00,Sweden W,Spain W,40,24
23.10. 15:00,Algeria W,Senegal W,19,32
29.09. 15:00,Portugal W,Turkey W,33,26
29.09. 12:45,Austria W,North Macedonia W,34,21
28.09. 17:30,Netherlands W,Serbia W,26,22
28.09. 16:30,Portugal W,Brazil W,24,23
28.09. 15:30,Hungary W,Romania W,37,28
28.09. 15:00,Austria W,North Macedonia W,31,25
28.09. 13:00,Czech Republic W,Iceland W,26,21
28.09. 13:00,Slovakia W,Faroe Islands W,23,30
28.09. 09:00,Croatia W,Slovenia W,18,25
27.09. 19:30,Turkey W,Brazil W,25,30
27.09. 17:30,Netherlands W,Serbia W,40,27
27.09. 17:00,Czech Republic W,Poland W,25,28
27.09. 16:00,Slovakia W,Faroe Islands W,24,23
26.09. 17:30,Portugal W,Congo W,26,24
26.09. 17:00,Iceland W,Poland W,15,26
21.07. 13:00,Germany W,Brazil W,27,20
19.07. 17:45,Germany W,Hungary W,30,29
18.07. 16:45,Denmark W,Norway W,24,35
17.07. 16:30,Slovenia W,Brazil W,23,29
16.07. 16:15,Norway W,Denmark W,26,24
14.07. 11:00,Spain W,South Korea W,24,19
13.07. 18:50,France W,Angola W,33,20
13.07. 13:00,Germany W,Brazil W,31,36
13.07. 12:45,Hungary W,Slovenia W,28,27
12.07. 17:00,Spain W,South Korea W,29,23
10.07. 17:00,Spain W,Angola W,22,21
06.07. 16:15,France W,Norway W,25,19
05.07. 16:05,Sweden W,Netherlands W,29,30
04.07. 17:30,France W,Norway W,22,34
16.06. 17:00,North Macedonia U19 W,Iceland U19 W,29,32
15.06. 17:00,North Macedonia U19 W,China U19 W,34,31
14.06. 14:30,North Macedonia U19 W,Brazil U19 W,38,29
14.04. 15:25,France W,Romania W,30,28
14.04. 12:15,Poland W,Brazil W,26,22
07.04. 14:00,Denmark W,Japan W,40,17
06.04. 21:30,Tunisia W,Senegal W,25,23
06.04. 14:00,Denmark W,Japan W,33,19
