date,home,away,home_score,away_score
29.01. 20:00,France,Denmark,29,34
29.01. 17:00,Sweden,Spain,36,39
29.01. 14:30AET,Egypt,Hungary,36,35
29.01. 12:00,Germany,Norway,28,24
27.01. 20:00,France,Sweden,31,26
27.01. 17:00,Spain,Denmark,23,26
27.01. 17:00,Norway,Hungary,33,25
27.01. 14:30AET,Germany,Egypt,35,34
25.01. 19:30,Chile,Tunisia,26,38
25.01. 19:30,France,Germany,35,28
25.01. 19:30,Sweden,Egypt,26,22
25.01. 17:00,Denmark,Hungary,40,23
25.01. 17:00AET,Norway,Spain,34,35
25.01. 17:00,South Korea,North Macedonia,33,36
25.01. 14:30,Saudi Arabia,Morocco,32,30
25.01. 12:00,Uruguay,Algeria,33,34
23.01. 19:30,Egypt,Denmark,25,30
23.01. 19:30,Germany,Norway,26,28
23.01. 17:00,Croatia,Bahrain,43,32
23.01. 17:00,Serbia,Netherlands,32,30
23.01. 17:00,North Macedonia,Morocco,40,25
23.01. 14:30,Qatar,Argentina,22,26
23.01. 14:30,USA,Belgium,24,22
23.01. 14:30,Tunisia,Algeria,30,25
22.01. 20:00,Spain,France,26,28
22.01. 19:30,Sweden,Portugal,32,30
22.01. 17:00,Brazil,Iceland,37,41
22.01. 17:00,Iran,Poland,22,26
22.01. 14:30,Cape Verde,Hungary,30,42
22.01. 14:30,Montenegro,Slovenia,23,31
22.01. 14:30,Saudi Arabia,Uruguay,28,27
22.01. 12:00,South Korea,Chile,26,33
21.01. 19:30,Netherlands,Germany,26,33
21.01. 19:30,USA,Denmark,24,33
21.01. 17:00,Croatia,Belgium,34,26
21.01. 17:00,Qatar,Norway,17,30
21.01. 17:00,North Macedonia,Tunisia,28,33
21.01. 14:30,Bahrain,Egypt,22,26
21.01. 14:30,Serbia,Argentina,28,22
21.01. 14:30,Algeria,Morocco,27,28
20.01. 19:30,Iceland,Sweden,30,35
20.01. 19:30,Montenegro,Poland,20,27
20.01. 17:00,Brazil,Hungary,25,28
20.01. 17:00,Iran,France,29,41
20.01. 17:00,Saudi Arabia,South Korea,23,34
20.01. 14:30,Cape Verde,Portugal,23,35
20.01. 14:30,Slovenia,Spain,26,31
20.01. 14:30,Chile,Uruguay,34,24
19.01. 19:30,Denmark,Croatia,32,32
19.01. 19:30,Norway,Serbia,31,28
19.01. 17:00,Egypt,Belgium,33,28
19.01. 17:00,Germany,Argentina,39,19
19.01. 17:00,Morocco,Tunisia,25,30
19.01. 14:30,Qatar,Netherlands,30,32
19.01. 14:30,USA,Bahrain,27,32
19.01. 14:30,Algeria,North Macedonia,25,40
18.01. 19:30,Spain,Poland,27,23
18.01. 19:30,Sweden,Hungary,37,28
18.01. 17:00,Cape Verde,Iceland,30,40
18.01. 17:00,France,Montenegro,35,24
18.01. 17:00,Uruguay,South Korea,30,37
18.01. 14:30,Iran,Slovenia,21,38
18.01. 14:30,Portugal,Brazil,28,28
18.01. 14:30,Chile,Saudi Arabia,26,23
17.01. 19:30,Croatia,Morocco,36,24
17.01. 19:30,Netherlands,Norway,26,27
17.01. 19:30,Qatar,Serbia,24,34
17.01. 19:30,Tunisia,Denmark,21,34
17.01. 17:00,Algeria,Germany,21,37
17.01. 17:00,Belgium,Bahrain,28,30
17.01. 17:00,Egypt,USA,35,16
17.01. 17:00,North Macedonia,Argentina,26,35
16.01. 19:30,Iran,Spain,22,35
16.01. 19:30,Poland,Saudi Arabia,27,24
16.01. 19:30,Portugal,Hungary,27,20
16.01. 19:30,Uruguay,Sweden,12,47
16.01. 17:00,Brazil,Cape Verde,30,28
16.01. 17:00,Montenegro,Chile,35,33
16.01. 17:00,Slovenia,France,31,35
16.01. 17:00,South Korea,Iceland,25,38
15.01. 19:30,Croatia,USA,40,22
15.01. 19:30,Denmark,Bahrain,36,21
15.01. 19:30,Norway,Argentina,32,21
15.01. 19:30,Qatar,Algeria,29,24
15.01. 17:00,Belgium,Tunisia,31,29
15.01. 17:00,Egypt,Morocco,30,19
15.01. 17:00,Germany,Serbia,34,33
15.01. 17:00,North Macedonia,Netherlands,24,34
14.01. 19:30,Iceland,Hungary,28,30
14.01. 19:30,Poland,Slovenia,23,32
14.01. 19:30,Spain,Chile,34,26
14.01. 19:30,Sweden,Cape Verde,34,27
14.01. 17:00,Brazil,Uruguay,35,24
14.01. 17:00,France,Saudi Arabia,41,23
14.01. 17:00,Montenegro,Iran,34,31
14.01. 17:00,Portugal,South Korea,32,24
13.01. 19:30,Croatia,Egypt,22,31
13.01. 19:30,Denmark,Belgium,43,28
13.01. 19:30,Norway,North Macedonia,39,27
13.01. 19:30,Serbia,Algeria,36,27
13.01. 17:00,Argentina,Netherlands,19,29
13.01. 17:00,Bahrain,Tunisia,27,27
13.01. 17:00,Germany,Qatar,31,27
13.01. 17:00,Morocco,USA,27,28
12.01. 19:30,Iceland,Portugal,30,26
12.01. 19:30,Spain,Montenegro,30,25
12.01. 19:30,Sweden,Brazil,26,18
12.01. 17:00,Cape Verde,Uruguay,33,25
12.01. 17:00,Chile,Iran,24,25
12.01. 17:00,Hungary,South Korea,35,27
12.01. 17:00,Saudi Arabia,Slovenia,19,33
11.01. 20:00,France,Poland,26,24
30.06. 23:00,USA,Greenland,33,26
