date,home,away,home_score,away_score
10.10. 17:30,Germany W,Belarus W,24,24
10.10. 16:15,Slovakia W,Hungary W,28,30
10.10. 16:10,Austria W,Romania W,33,33
10.10. 16:00,Iceland W,Serbia W,23,21
10.10. 16:00,Portugal W,Spain W,22,23
10.10. 15:20,Czech Republic W,Croatia W,24,26
10.10. 15:15,Faroe Islands W,Denmark W,19,39
10.10. 15:00,Turkey W,Sweden W,23,31
10.10. 15:00,Ukraine W,France W,25,28
10.10. 14:00,Greece W,Netherlands W,14,35
10.10. 13:00,Switzerland W,Poland W,22,31
09.10. 13:00,Lithuania W,Russia W,21,35
07.10. 18:15,Germany W,Greece W,36,10
07.10. 18:00,Denmark W,Austria W,27,22
07.10. 17:00,Sweden W,Iceland W,30,17
07.10. 15:30,Croatia W,Ukraine W,22,23
06.10. 19:00,France W,Czech Republic W,38,22
06.10. 18:45,Spain W,Slovakia W,33,28
06.10. 16:30,Russia W,Switzerland W,26,22
06.10. 16:00,Hungary W,Portugal W,34,24
06.10. 16:00,Netherlands W,Belarus W,38,27
06.10. 16:00,Poland W,Lithuania W,36,22
06.10. 16:00,Serbia W,Turkey W,36,27
06.10. 15:30,Romania W,Faroe Islands W,26,19
06.06. 15:00,Faroe Islands W,Israel W,29,25
06.06. 12:00,Greece W,Italy W,33,22
06.06. 10:00,Bosnia & Herzegovina W,Latvia W,31,19
05.06. 17:30,Portugal W,Kosovo W,30,17
05.06. 17:00,Israel W,Finland W,24,28
05.06. 15:00,Latvia W,Greece W,17,34
05.06. 15:00,Luxembourg W,Cyprus W,19,21
05.06. 13:00,Bosnia & Herzegovina W,Italy W,25,22
04.06. 17:30,Finland W,Faroe Islands W,19,21
04.06. 17:30,Luxembourg W,Kosovo W,27,33
04.06. 15:00,Cyprus W,Portugal W,17,32
04.06. 15:00,Greece W,Bosnia & Herzegovina W,29,18
04.06. 13:00Awrd,Italy W,Latvia W,10,0
03.06. 17:30,Kosovo W,Cyprus W,30,21
03.06. 15:00,Portugal W,Luxembourg W,38,14
