date,home,away,home_score,away_score
20.11. 19:30,Denmark W,Norway W,25,27
20.11. 16:45AET,Montenegro W,France W,27,25
18.11. 19:30,Norway W,France W,28,20
18.11. 16:45,Denmark W,Montenegro W,27,23
18.11. 14:00,Sweden W,Netherlands W,37,32
16.11. 19:30,France W,Spain W,36,23
16.11. 19:30,Norway W,Denmark W,29,31
16.11. 17:00,Croatia W,Sweden W,27,31
16.11. 17:00,Netherlands W,Montenegro W,42,25
16.11. 14:30,Hungary W,Slovenia W,29,25
16.11. 14:30,Romania W,Germany W,28,32
15.11. 19:30,France W,Germany W,29,21
15.11. 17:00,Romania W,Montenegro W,34,35
14.11. 19:30,Hungary W,Sweden W,25,30
14.11. 17:00,Norway W,Slovenia W,26,23
13.11. 19:30,France W,Montenegro W,27,19
13.11. 17:00,Netherlands W,Spain W,29,29
12.11. 19:30,Norway W,Sweden W,27,25
12.11. 17:00,Croatia W,Denmark W,17,26
11.11. 19:30,Romania W,Spain W,28,27
11.11. 17:00,Netherlands W,Germany W,28,36
10.11. 19:30,Hungary W,Denmark W,27,29
10.11. 17:00,Croatia W,Slovenia W,18,26
09.11. 19:30,France W,Netherlands W,26,24
09.11. 19:30,Germany W,Spain W,21,23
09.11. 17:00,North Macedonia W,Romania W,23,31
09.11. 17:00,Poland W,Montenegro W,23,26
08.11. 19:30,Denmark W,Sweden W,25,23
08.11. 19:30,Norway W,Hungary W,32,22
08.11. 17:00,Croatia W,Switzerland W,26,26
08.11. 17:00,Slovenia W,Serbia W,27,24
07.11. 19:30,Romania W,France W,21,35
07.11. 19:30,Spain W,Poland W,21,22
07.11. 17:00,Germany W,Montenegro W,25,29
07.11. 17:00,North Macedonia W,Netherlands W,15,30
06.11. 19:30,Serbia W,Denmark W,21,34
06.11. 19:30,Switzerland W,Norway W,21,38
06.11. 17:00,Croatia W,Hungary W,21,18
06.11. 17:00,Slovenia W,Sweden W,22,33
05.11. 19:30,Netherlands W,Romania W,29,28
05.11. 19:30,Poland W,Germany W,23,25
05.11. 17:00,France W,North Macedonia W,24,14
05.11. 17:00,Montenegro W,Spain W,30,23
04.11. 19:30,Norway W,Croatia W,32,23
04.11. 19:30,Sweden W,Serbia W,27,21
04.11. 17:00,Denmark W,Slovenia W,26,28
04.11. 17:00,Hungary W,Switzerland W,33,28
24.04. 17:00,Spain W,Portugal W,31,21
24.04. 16:00,Croatia W,Czech Republic W,33,30
24.04. 15:00,Romania W,Austria W,38,29
24.04. 14:15,Poland W,Switzerland W,31,26
24.04. 14:00Awrd,Belarus W,Germany W,0,10
24.04. 14:00,Netherlands W,Greece W,40,11
24.04. 12:45,Hungary W,Slovakia W,25,19
23.04. 17:30,France W,Ukraine W,27,18
23.04. 16:10,Sweden W,Turkey W,33,21
23.04. 16:00,Serbia W,Iceland W,28,22
23.04. 15:00Awrd,Russia W,Lithuania W,0,10
23.04. 14:10,Denmark W,Faroe Islands W,26,15
21.04. 18:00,Portugal W,Hungary W,18,30
21.04. 17:30,Greece W,Germany W,11,40
21.04. 15:00Awrd,Belarus W,Netherlands W,0,10
20.04. 19:45,Iceland W,Sweden W,23,29
20.04. 18:25,Austria W,Denmark W,22,38
20.04. 18:00,Czech Republic W,France W,31,30
20.04. 18:00,Faroe Islands W,Romania W,21,31
20.04. 18:00,Slovakia W,Spain W,20,29
20.04. 17:30Awrd,Switzerland W,Russia W,10,0
20.04. 16:00,Lithuania W,Poland W,27,40
20.04. 16:00,Ukraine W,Croatia W,19,26
20.04. 14:30,Turkey W,Serbia W,30,36
06.03. 16:30,France W,Croatia W,27,19
06.03. 16:00,Iceland W,Turkey W,29,22
06.03. 15:00,Switzerland W,Lithuania W,34,18
06.03. 14:30Awrd,Belarus W,Greece W,0,10
06.03. 14:00,Slovakia W,Portugal W,21,23
06.03. 12:00Awrd,Russia W,Poland W,0,10
05.03. 19:00,Spain W,Hungary W,27,30
05.03. 18:00Awrd,Ukraine W,Czech Republic W,5,5
05.03. 16:30,Austria W,Faroe Islands W,26,22
05.03. 16:00,Sweden W,Serbia W,33,25
05.03. 15:10,Denmark W,Romania W,32,27
05.03. 15:00,Netherlands W,Germany W,30,29
04.03. 15:00Awrd,Czech Republic W,Ukraine W,5,5
03.03. 19:00,Portugal W,Slovakia W,24,21
03.03. 17:30,Germany W,Netherlands W,25,31
03.03. 17:00,Croatia W,France W,19,21
03.03. 17:00,Lithuania W,Switzerland W,30,36
03.03. 17:00Awrd,Poland W,Russia W,10,0
03.03. 17:00,Serbia W,Sweden W,24,21
02.03. 19:00,Faroe Islands W,Austria W,24,29
02.03. 17:00,Hungary W,Spain W,28,30
02.03. 16:05,Romania W,Denmark W,28,35
02.03. 16:00Awrd,Greece W,Belarus W,10,0
02.03. 16:00,Turkey W,Iceland W,30,29
