date,home,away,home_score,away_score
10.12. 12:30,South Korea W,Japan W,24,25
10.12. 10:30,Iran W,Kazakhstan W,22,28
10.12. 08:30,China W,India W,41,30
10.12. 06:30,Hong Kong W,Singapore W,33,18
08.12. 12:30,Japan W,Kazakhstan W,30,23
08.12. 10:30,South Korea W,Iran W,33,20
08.12. 08:30,India W,Singapore W,35,22
08.12. 06:30,China W,Hong Kong W,38,14
06.12. 12:30,India W,Japan W,15,48
06.12. 10:30,South Korea W,China W,25,14
06.12. 08:30,Iran W,Hong Kong W,26,17
06.12. 06:30,Kazakhstan W,Singapore W,38,7
04.12. 12:30,Iran W,India W,32,30
04.12. 10:30,Kazakhstan W,South Korea W,20,30
04.12. 08:30,Hong Kong W,Japan W,6,47
04.12. 06:30,Singapore W,China W,10,47
03.12. 12:30,India W,Hong Kong W,31,28
03.12. 10:30,South Korea W,Singapore W,47,5
03.12. 08:30,Japan W,Iran W,34,14
03.12. 06:30,China W,Kazakhstan W,26,28
