date,home,away,home_score,away_score
02.02. 17:00,Croatia,Denmark,26,32
02.02. 14:00,France,Portugal,35,34
31.01. 19:30,Denmark,Portugal,40,27
30.01. 20:00,France,Croatia,28,31
29.01. 19:30AET,Portugal,Germany,31,30
29.01. 16:30,Denmark,Brazil,33,21
28.01. 20:00,France,Egypt,34,33
28.01. 19:30Pen,Poland,USA,24,22
28.01. 17:00,Croatia,Hungary,31,30
28.01. 17:00,Kuwait,Japan,37,32
28.01. 14:30,Algeria,Bahrain,26,29
28.01. 12:00Pen,Guinea,Cuba,33,31
26.01. 19:30,Croatia,Slovenia,29,26
26.01. 19:30,Norway,Sweden,29,24
26.01. 17:00,Cape Verde,Egypt,24,31
26.01. 17:00,Spain,Brazil,25,26
26.01. 17:00,Bahrain,USA,28,30
26.01. 14:30,Iceland,Argentina,30,21
26.01. 14:30,Portugal,Chile,46,28
26.01. 14:30,Japan,Cuba,32,23
25.01. 19:30,France,North Macedonia,32,25
25.01. 19:30,Germany,Tunisia,31,19
25.01. 17:00,Czech Republic,Denmark,22,28
25.01. 17:00,Qatar,Hungary,23,29
25.01. 17:00,Guinea,Poland,28,40
25.01. 14:30,Italy,Switzerland,25,33
25.01. 14:30,Netherlands,Austria,37,37
25.01. 14:30,Algeria,Kuwait,31,38
24.01. 19:30,Chile,Norway,22,39
24.01. 19:30,Croatia,Iceland,32,26
24.01. 17:00,Egypt,Slovenia,26,25
24.01. 17:00,Sweden,Brazil,24,27
24.01. 17:00,USA,Cuba,27,26
24.01. 14:30,Argentina,Cape Verde,30,26
24.01. 14:30,Spain,Portugal,29,35
24.01. 14:30,Japan,Bahrain,31,27
23.01. 19:30,Denmark,Switzerland,39,28
23.01. 19:30,Hungary,Austria,29,26
23.01. 17:00,Italy,Germany,27,34
23.01. 17:00,Netherlands,France,28,35
23.01. 17:00,Poland,Kuwait,42,32
23.01. 14:30,North Macedonia,Qatar,39,34
23.01. 14:30,Tunisia,Czech Republic,26,32
23.01. 14:30,Algeria,Guinea,32,23
22.01. 19:30,Egypt,Iceland,24,27
22.01. 19:30,Norway,Spain,25,24
22.01. 17:00,Cape Verde,Croatia,24,44
22.01. 17:00,Sweden,Portugal,37,37
22.01. 17:00,USA,Japan,27,25
22.01. 14:30,Brazil,Chile,28,24
22.01. 14:30,Slovenia,Argentina,34,23
22.01. 14:30,Cuba,Bahrain,26,39
21.01. 20:00,Hungary,France,30,37
21.01. 19:30,Denmark,Germany,40,30
21.01. 17:00,Czech Republic,Italy,18,25
21.01. 17:00,Qatar,Netherlands,37,38
21.01. 17:00,Poland,Algeria,38,32
21.01. 14:30,Austria,North Macedonia,29,29
21.01. 14:30,Switzerland,Tunisia,37,26
21.01. 14:30,Kuwait,Guinea,26,24
20.01. 19:30,Slovenia,Iceland,18,23
20.01. 19:30,Sweden,Spain,29,29
20.01. 17:00,Cuba,Cape Verde,28,38
20.01. 17:00,Japan,Chile,26,31
19.01. 19:30,Egypt,Croatia,28,24
19.01. 19:30,Hungary,Netherlands,36,32
19.01. 19:30,Norway,Portugal,28,31
19.01. 17:00,Argentina,Bahrain,26,25
19.01. 17:00,Brazil,USA,31,24
19.01. 17:00,Germany,Czech Republic,29,22
19.01. 17:00,North Macedonia,Guinea,29,20
19.01. 14:30,Poland,Switzerland,28,30
18.01. 19:30,Chile,Sweden,30,42
18.01. 19:30,Denmark,Italy,39,20
18.01. 19:30,Iceland,Cuba,40,19
18.01. 19:30,Qatar,Kuwait,25,22
18.01. 17:00,Algeria,Tunisia,25,26
18.01. 17:00,Cape Verde,Slovenia,24,36
18.01. 17:00,France,Austria,35,27
18.01. 17:00,Spain,Japan,39,20
17.01. 19:30,Croatia,Argentina,33,18
17.01. 19:30,Guinea,Hungary,18,35
17.01. 19:30,Switzerland,Germany,29,31
17.01. 19:30,USA,Norway,17,33
17.01. 17:00,Bahrain,Egypt,24,35
17.01. 17:00,Czech Republic,Poland,19,19
17.01. 17:00,Netherlands,North Macedonia,37,32
17.01. 17:00,Portugal,Brazil,30,26
16.01. 19:30,Austria,Qatar,28,26
16.01. 19:30,Iceland,Cape Verde,34,21
16.01. 19:30,Sweden,Japan,39,21
16.01. 19:30,Tunisia,Denmark,21,32
16.01. 17:00,Italy,Algeria,32,23
16.01. 17:00,Kuwait,France,19,43
16.01. 17:00,Slovenia,Cuba,41,19
16.01. 17:00,Spain,Chile,31,22
15.01. 19:30,Croatia,Bahrain,36,22
15.01. 19:30,Germany,Poland,35,28
15.01. 19:30,Hungary,North Macedonia,27,27
15.01. 19:30,Norway,Brazil,26,29
15.01. 17:00,Czech Republic,Switzerland,17,17
15.01. 17:00,Egypt,Argentina,39,25
15.01. 17:00,Netherlands,Guinea,40,23
15.01. 17:00,Portugal,USA,30,21
14.01. 19:30,Austria,Kuwait,37,26
14.01. 19:30,Denmark,Algeria,47,22
14.01. 17:00,France,Qatar,37,19
14.01. 16:30,Italy,Tunisia,32,25
12.05. 17:00,North Macedonia,Faroe Islands,34,26
12.05. 15:30,Montenegro,Italy,32,34
12.05. 15:30,Slovakia,Poland,25,33
12.05. 15:15,Hungary,Lithuania,36,23
12.05. 15:00,Bosnia & Herzegovina,Portugal,26,26
12.05. 15:00,Serbia,Spain,25,22
12.05. 14:30,Czech Republic,Romania,29,20
12.05. 14:00,Austria,Georgia,37,31
12.05. 14:00,Netherlands,Greece,31,25
12.05. 14:00Pen,Switzerland,Slovenia,34,38
11.05. 15:00,Estonia,Iceland,24,37
09.05. 18:30,Portugal,Bosnia & Herzegovina,29,19
09.05. 18:00,Italy,Montenegro,32,26
09.05. 16:00,Lithuania,Hungary,26,33
