season,division,date,home,away,home_goals,away_goals,game_nr,team1_home,casual,home_timediff,away_timediff,home_round,away_round,season_first,home_nr,away_nr
2016,2,2016-04-09,Czech Republic,Austria,26,23,205,1,1,2,2,8,8,0,13,3
2016,3,2016-04-09,Denmark,Norway,25,25,206,0,0,1,1,15,17,0,14,41
2016,3,2016-04-09,Poland,Chile,35,27,207,0,0,1,1,23,2,0,42,10
2016,3,2016-04-09,Slovenia,Sweden,23,24,208,0,0,1,1,15,21,0,50,52
2016,3,2016-04-09,Croatia,Bahrain,33,22,209,0,0,1,1,16,6,0,11,4
2016,3,2016-04-09,North Macedonia,Tunisia,26,32,210,0,0,1,1,16,11,0,40,54
2016,3,2016-04-09,Spain,Iran,37,23,211,0,0,1,1,18,7,0,51,27
2016,2,2016-04-10,Portugal,Slovakia,33,23,212,1,1,2,1,7,7,0,43,49
2016,3,2016-04-10,Bahrain,Denmark,24,26,213,0,0,1,1,7,16,0,4,14
2016,3,2016-04-10,Tunisia,Poland,24,28,214,0,0,1,1,12,24,0,54,42
2016,3,2016-04-10,Slovenia,Iran,33,17,215,0,0,1,1,16,8,0,50,27
2016,3,2016-04-10,Croatia,Norway,27,21,216,0,0,1,1,17,18,0,11,41
2016,3,2016-04-10,North Macedonia,Chile,30,27,217,0,0,1,1,17,3,0,40,10
2016,3,2016-04-10,Sweden,Spain,23,25,218,0,0,1,1,22,19,0,52,51
2016,1,2016-04-29,Iceland,Serbia,38,22,219,0,0,24,20,15,16,0,26,48
2016,1,2016-04-29,North Macedonia,France,25,27,220,0,0,19,20,18,12,0,40,19
2016,1,2016-04-29,Switzerland,Czech Republic,26,30,221,0,0,25,20,14,9,0,53,13
2016,1,2016-04-29,Sweden,Slovenia,28,24,222,0,0,19,19,23,17,0,52,50
2016,1,2016-04-29,Norway,Croatia,27,26,223,0,0,19,19,19,18,0,41,11
2016,1,2016-04-29,Latvia,Slovakia,25,18,224,0,0,100,19,4,8,1,34,49
2016,1,2016-04-29,Germany,Spain,29,28,225,0,0,26,19,24,20,0,21,51
2016,1,2016-04-29,Turkey,Netherlands,23,30,226,0,0,7,20,1,7,1,55,39
2016,1,2016-04-29,Finland,Austria,23,26,227,0,0,23,20,4,9,0,18,3
2016,1,2016-04-30,Bosnia & Herzegovina,Lithuania,26,23,228,0,0,25,100,3,3,0,7,35
2016,1,2016-04-30,Israel,Montenegro,19,22,229,0,0,100,100,4,12,1,29,38
2016,1,2016-04-30,Belarus,Denmark,27,36,230,0,0,94,20,18,17,0,5,14
2016,1,2016-04-30,Russia,Hungary,23,27,231,0,0,21,21,18,17,0,46,25
2016,1,2016-04-30,Ukraine,Portugal,26,32,232,0,0,100,20,3,8,1,57,43
2016,1,2016-05-02,Austria,Finland,29,22,233,0,0,3,3,10,5,0,3,18
2016,1,2016-05-02,Denmark,Belarus,32,23,234,0,0,2,2,18,19,0,14,5
2016,1,2016-05-02,Slovakia,Latvia,22,23,235,0,0,3,3,9,5,0,49,34
2016,1,2016-05-02,Czech Republic,Switzerland,29,25,236,0,0,3,3,10,15,0,13,53
2016,1,2016-05-02,Hungary,Russia,29,25,237,0,0,2,2,18,19,0,25,46
