date,home,away,home_score,away_score
29.11. 18:00,France W,Angola W,30,18
28.11. 16:00,Slovakia W,Iceland W,25,27
27.11. 18:15,Sweden W,Denmark W,23,17
27.11. 16:30,Slovakia W,Iceland W,26,28
27.11. 11:00,Montenegro W,Serbia W,25,31
26.11. 18:00,Spain W,Ukraine W,33,14
26.11. 17:00,Montenegro W,Serbia W,36,26
26.11. 16:30,France W,Slovenia W,26,18
26.11. 16:00,Argentina W,Japan W,26,21
26.11. 14:30,Romania W,Brazil W,24,23
26.11. 14:00,Angola W,Tunisia W,31,14
26.11. 12:00,North Macedonia W,Poland W,25,32
25.11. 20:00,Spain W,Japan W,26,22
25.11. 18:00,Ukraine W,Argentina W,31,25
25.11. 16:00,Germany W,Iceland W,32,19
25.11. 15:10,Denmark W,Sweden W,26,25
25.11. 14:00,Czech Republic W,Norway B W,16,25
25.11. 14:00,Romania W,North Macedonia W,31,18
25.11. 12:00,Brazil W,Poland W,18,29
25.11. 11:55,Switzerland W,Austria W,22,24
24.11. 20:00,Spain W,Argentina W,28,19
24.11. 19:30,France W,Tunisia W,35,19
24.11. 18:00,Japan W,Ukraine W,24,25
24.11. 18:00,Slovakia W,Germany W,22,23
24.11. 17:00,Romania W,Poland W,21,27
24.11. 17:00,Slovenia W,Angola W,31,25
24.11. 16:30,Austria W,Norway B W,26,25
24.11. 15:00,North Macedonia W,Brazil W,19,32
24.11. 14:25,Czech Republic W,Switzerland W,29,22
23.11. 18:00,Czech Republic W,Austria W,27,28
23.11. 16:00,Norway B W,Switzerland W,27,20
22.11. 10:00,Serbia W,Slovakia W,26,24
21.11. 17:30,Serbia W,Slovakia W,30,30
29.10. 16:30,Germany W,Netherlands W,36,26
28.10. 15:00,Germany W,Netherlands W,23,18
01.10. 13:00,France W,Brazil W,22,22
29.09. 18:00,France W,Brazil W,23,21
24.09. 16:00,Italy W,North Macedonia W,24,29
23.09. 14:00,Russia W,South Korea W,49,40
23.09. 08:00,North Macedonia W,Turkey B W,30,30
22.09. 15:00,Italy W,Turkey B W,26,34
22.09. 07:30,Turkey W,North Macedonia W,30,26
14.07. 15:00,France U19 W,Spain U19 W,26,22
17.06. 15:00,Norway W,France W,23,22
16.06. 16:00,Croatia W,Serbia W,28,21
15.06. 17:00,Norway W,France W,24,21
13.06. 22:30,Brazil W,Portugal W,38,25
11.06. 17:30,Chile W,Dominican Republic W,27,21
11.06. 12:30,Brazil W,Portugal W,35,29
10.06. 21:00,Brazil W,Dominican Republic W,36,9
10.06. 18:30,Portugal W,Chile W,31,26
10.06. 00:00,Brazil W,Chile W,40,13
09.06. 22:00,Portugal W,Dominican Republic W,26,14
08.06. 19:00,Denmark W,Germany W,17,22
07.06. 17:00,Croatia W,Sweden W,28,35
04.06. 14:00,Belarus W,Ukraine W,32,24
03.06. 16:00,Israel W,Greece W,26,28
03.06. 16:00,Russia W,Lithuania W,30,12
03.06. 14:00,Belarus W,Ukraine W,34,31
03.06. 14:00,Turkey W,North Macedonia W,38,29
02.06. 16:00,North Macedonia W,Lithuania W,31,24
02.06. 14:00,Turkey W,Russia W,32,34
01.06. 16:30,Israel W,Greece W,23,27
01.06. 16:00,Turkey W,Lithuania W,26,27
01.06. 14:00,Russia W,North Macedonia W,35,29
01.06. 09:15,Serbia W,Montenegro W,31,24
31.05. 09:15,Serbia W,Montenegro W,31,31
19.03. 14:00,Romania W,Spain W,21,20
19.03. 13:30,Germany W,Sweden W,23,24
19.03. 13:00,Poland W,Slovakia W,29,25
19.03. 11:00,Belarus W,Ukraine W,24,23
18.03. 17:00,Ukraine W,Poland W,17,26
18.03. 15:00,Slovakia W,Belarus W,22,27
18.03. 15:00,Sweden W,Germany W,33,28
18.03. 14:30,Netherlands W,Iceland W,38,18
18.03. 11:30,North Macedonia W,Serbia W,27,43
18.03. 10:00,Czech Republic W,Austria W,35,26
18.03. 10:00,Turkey W,Lithuania W,30,23
17.03. 18:30,Netherlands W,Iceland W,23,20
17.03. 18:30,North Macedonia W,Serbia W,29,35
17.03. 18:00,Belarus W,Poland W,24,23
17.03. 17:00,Hungary W,Croatia W,34,19
17.03. 16:45,Romania W,Spain W,21,24
17.03. 16:00,Slovakia W,Ukraine W,28,25
17.03. 14:00,Turkey W,Lithuania W,43,15
17.03. 09:00,Montenegro W,Slovenia W,19,20
16.03. 18:30,Austria W,Czech Republic W,30,28
15.03. 17:00,Montenegro W,Slovenia W,29,22
