date,division,game_nr,home,away,home_timediff,away_timediff
2026-01-28,1,1,Slovenia,Iceland,1,1
2026-01-28,1,2,Spain,Portugal,2,2
2026-01-28,1,3,Croatia,Hungary,1,1
2026-01-28,1,4,Germany,France,2,2
2026-01-28,1,5,Denmark,Norway,2,2
2026-01-28,1,6,Sweden,Switzerland,1,1
