season,division,date,home,away,home_goals,away_goals,game_nr,team1_home,casual,home_timediff,away_timediff,home_round,away_round,season_first,home_nr,away_nr
2017,4,2017-11-26,Romania,Brazil,24,23,284,0,1,1,1,28,29,0,46,8
2017,4,2017-11-26,Angola,Tunisia,31,14,285,0,1,2,2,11,9,0,1,56
2017,4,2017-11-26,North Macedonia,Poland,25,32,286,0,1,1,1,12,18,0,41,44
2017,4,2017-11-27,Sweden,Denmark,23,17,287,0,1,2,2,29,11,0,54,17
2017,4,2017-11-27,Slovakia,Iceland,26,28,288,0,1,3,2,24,11,0,50,28
2017,4,2017-11-27,Montenegro,Serbia,25,31,289,0,1,1,1,22,19,0,39,49
2017,4,2017-11-28,Slovakia,Iceland,25,27,290,0,1,1,1,25,12,0,50,28
2017,4,2017-11-29,France,Angola,30,18,291,0,1,3,3,25,12,0,22,1
2018,3,2018-03-21,Iceland,Slovenia,30,30,292,1,0,100,100,13,17,0,28,51
2018,3,2018-03-21,Faroe Islands,North Macedonia,15,22,293,1,0,100,100,5,13,0,20,41
2018,3,2018-03-21,Switzerland,Ukraine,21,15,294,1,0,100,100,11,13,0,55,58
2018,3,2018-03-21,Germany,Spain,33,24,295,1,0,100,100,23,30,0,23,53
2018,3,2018-03-21,Italy,Slovakia,20,21,296,1,0,100,100,7,26,0,32,50
