date,home,away,home_score,away_score
06.12. 12:30,Iran W,Paraguay W,20,33
06.12. 10:00,Croatia W,Uruguay W,34,25
05.12. 19:30,Czech Republic W,Norway W,14,37
05.12. 19:30,Switzerland W,Denmark W,23,36
05.12. 17:00,Japan W,Hungary W,26,26
05.12. 17:00,Sweden W,South Korea W,32,27
05.12. 14:30,Angola W,Brazil W,26,32
05.12. 14:30,Romania W,Senegal W,37,17
04.12. 19:30,Iceland W,Spain W,23,30
04.12. 19:30,Netherlands W,Tunisia W,39,21
04.12. 17:30,Cuba W,Kazakhstan W,29,28
04.12. 17:00,France W,Austria W,29,17
04.12. 17:00,Montenegro W,Germany W,18,36
04.12. 15:00,Egypt W,China W,32,35
04.12. 14:30,Argentina W,Poland W,25,28
04.12. 14:30,Serbia W,Faroe Islands W,31,31
04.12. 12:30,Uruguay W,Paraguay W,20,23
04.12. 10:00,Croatia W,Iran W,38,9
03.12. 19:30,Denmark W,Senegal W,40,26
03.12. 19:30,Norway W,Sweden W,39,26
03.12. 17:00,Brazil W,South Korea W,32,25
03.12. 17:00,Hungary W,Romania W,34,29
03.12. 14:30,Czech Republic W,Angola W,25,28
03.12. 14:30,Japan W,Switzerland W,27,21
02.12. 20:00,France W,Poland W,42,28
02.12. 19:30,Germany W,Faroe Islands W,36,26
02.12. 19:30,Netherlands W,Austria W,34,22
02.12. 17:30,Tunisia W,China W,34,28
02.12. 17:00,Iceland W,Montenegro W,27,36
02.12. 17:00,Argentina W,Egypt W,27,14
02.12. 14:30,Spain W,Serbia W,29,31
01.12. 19:30,Denmark W,Romania W,39,31
01.12. 19:30,Hungary W,Switzerland W,32,25
01.12. 19:30,Norway W,Angola W,31,19
01.12. 19:30,Sweden W,Brazil W,27,31
01.12. 17:00,Czech Republic W,Cuba W,44,21
01.12. 17:00,Japan W,Croatia W,25,19
01.12. 17:00,Senegal W,Iran W,30,21
01.12. 17:00,South Korea W,Kazakhstan W,35,17
30.11. 19:30,Egypt W,Netherlands W,15,37
30.11. 17:00,Austria W,Argentina W,27,23
30.11. 17:00,China W,France W,21,47
30.11. 17:00,Germany W,Serbia W,31,20
30.11. 17:00,Montenegro W,Spain W,26,31
30.11. 14:30,Faroe Islands W,Paraguay W,36,25
30.11. 14:30,Iceland W,Uruguay W,33,19
30.11. 14:30,Poland W,Tunisia W,29,26
29.11. 19:30,Croatia W,Denmark W,24,35
29.11. 19:30,Cuba W,Sweden W,17,46
29.11. 19:30,Iran W,Hungary W,13,47
29.11. 19:30,Kazakhstan W,Norway W,16,41
29.11. 17:00,Angola W,South Korea W,34,23
29.11. 17:00,Brazil W,Czech Republic W,28,22
29.11. 17:00,Romania W,Japan W,31,27
29.11. 17:00,Switzerland W,Senegal W,25,24
28.11. 20:00,France W,Tunisia W,43,18
28.11. 19:30,Netherlands W,Argentina W,32,25
28.11. 19:30,Serbia W,Iceland W,27,26
28.11. 19:30,Spain W,Faroe Islands W,25,27
28.11. 17:30,Poland W,China W,36,20
28.11. 17:00,Austria W,Egypt W,29,20
28.11. 17:00,Paraguay W,Montenegro W,25,34
28.11. 17:00,Uruguay W,Germany W,12,38
27.11. 19:30,Denmark W,Japan W,36,19
27.11. 19:30,Hungary W,Senegal W,26,17
27.11. 19:30,Norway W,South Korea W,34,19
27.11. 19:30,Sweden W,Czech Republic W,31,23
27.11. 17:10,Romania W,Croatia W,33,24
27.11. 17:00,Angola W,Kazakhstan W,38,20
27.11. 17:00,Brazil W,Cuba W,41,20
27.11. 17:00,Switzerland W,Iran W,34,9
26.11. 19:30,Montenegro W,Faroe Islands W,32,27
26.11. 19:30,Serbia W,Uruguay W,31,19
26.11. 17:00,Germany W,Iceland W,32,25
26.11. 17:00,Spain W,Paraguay W,26,17
13.04. 16:00,Romania W,Italy W,31,18
13.04. 16:00,Serbia W,Slovenia W,33,31
13.04. 16:00,Turkey W,Austria W,25,30
13.04. 16:00,Ukraine W,Czech Republic W,27,26
13.04. 15:15,Kosovo W,Sweden W,24,43
13.04. 14:00,Slovakia W,Switzerland W,24,30
13.04. 13:00,Lithuania W,Faroe Islands W,30,29
13.04. 10:00,Spain W,Croatia W,23,17
12.04. 17:00,North Macedonia W,Poland W,21,23
12.04. 16:00,Montenegro W,Portugal W,30,26
10.04. 19:30,Israel W,Iceland W,21,31
10.04. 17:00,Sweden W,Kosovo W,51,16
10.04. 16:00,Austria W,Turkey W,36,29
10.04. 15:30,Croatia W,Spain W,27,26
10.04. 15:15,Czech Republic W,Ukraine W,35,19
09.04. 19:30,Iceland W,Israel W,39,27
09.04. 18:30,Poland W,North Macedonia W,22,18
09.04. 18:00,Faroe Islands W,Lithuania W,36,26
09.04. 18:00,Portugal W,Montenegro W,19,31
09.04. 16:30,Switzerland W,Slovakia W,38,22
09.04. 16:00,Italy W,Romania W,21,30
09.04. 16:00,Slovenia W,Serbia W,29,29
27.10. 17:30,Italy W,Luxembourg W,39,20
27.10. 15:00,Bosnia & Herzegovina W,Belgium W,27,28
27.10. 14:00,Greece W,Lithuania W,24,25
26.10. 16:00,Kosovo W,Bosnia & Herzegovina W,32,26
26.10. 16:00,Luxembourg W,Bulgaria W,21,33
26.10. 13:00,Finland W,Israel W,18,26
26.10. 13:00,Great Britain W,Greece W,17,20
25.10. 18:00,Belgium W,Kosovo W,28,32
25.10. 16:00,Bulgaria W,Italy W,21,29
25.10. 16:00,Lithuania W,Great Britain W,37,23
25.10. 15:00,Israel W,Estonia W,29,22
