season,division,date,home,away,home_goals,away_goals
2024,1,2024-03-12,Israel,Estonia,29,27
2024,1,2024-03-12,Norway,Serbia,35,25
2024,1,2024-03-12,Hungary,Switzerland,36,27
2024,1,2024-03-12,Slovakia,Finland,32,25
2024,1,2024-03-12,Lithuania,Georgia,35,27
2024,1,2024-03-12,Turkey,Luxembourg,31,20
2024,1,2024-03-12,Latvia,Italy,23,29
2024,1,2024-03-11,France,Poland,30,27
2024,1,2024-03-11,Austria,Ukraine,31,28
2024,1,2024-03-11,Romania,Faroe Islands,25,17
2024,1,2024-03-09,North Macedonia,Portugal,23,29
2024,1,2024-03-09,Switzerland,Hungary,32,37
2024,1,2024-03-09,Ukraine,Austria,31,38
2024,1,2024-03-09,Estonia,Israel,30,28
2024,1,2024-03-09,Finland,Slovakia,30,27
2024,1,2024-03-09,Montenegro,Slovenia,29,32
2024,1,2024-03-09,Serbia,Norway,25,24
2024,1,2024-03-09,Italy,Latvia,36,23
2024,1,2024-03-08,Czech Republic,Iceland,22,17
2024,1,2024-03-08,Kosovo,Bosnia & Herzegovina,22,25
2024,1,2024-03-08,Belgium,Greece,24,26
2024,1,2024-03-08,Faroe Islands,Romania,28,26
2024,1,2024-03-08,Netherlands,Croatia,32,27
2024,1,2024-03-08,Luxembourg,Turkey,29,30
2024,1,2024-03-08,Poland,France,28,38
2024,1,2024-03-08,Georgia,Lithuania,32,18
2024,1,2024-01-28,France,Denmark,33,31
2024,1,2024-01-28,Sweden,Germany,34,31
2024,1,2024-01-26,Germany,Denmark,26,29
2024,1,2024-01-26,France,Sweden,34,30
2024,1,2024-01-26,Hungary,Slovenia,23,22
2024,1,2024-01-24,Germany,Croatia,24,30
2024,1,2024-01-24,France,Hungary,35,32
2024,1,2024-01-24,Austria,Iceland,24,26
2024,1,2024-01-23,Norway,Sweden,33,23
2024,1,2024-01-23,Slovenia,Denmark,28,25
2024,1,2024-01-23,Netherlands,Portugal,33,33
2024,1,2024-01-22,Germany,Hungary,35,28
2024,1,2024-01-22,France,Austria,33,28
2024,1,2024-01-22,Croatia,Iceland,30,35
2024,1,2024-01-22,Belgium,Luxembourg,27,27
2024,1,2024-01-21,Norway,Denmark,23,29
2024,1,2024-01-21,Sweden,Portugal,40,33
2024,1,2024-01-21,Slovenia,Netherlands,37,34
2024,1,2024-01-20,Germany,Austria,22,22
2024,1,2024-01-20,Hungary,Croatia,29,26
2024,1,2024-01-20,France,Iceland,39,32
2024,1,2024-01-20,Luxembourg,Belgium,26,32
2024,1,2024-01-19,Denmark,Sweden,28,27
2024,1,2024-01-19,Norway,Netherlands,35,32
2024,1,2024-01-19,Slovenia,Portugal,30,33
2024,1,2024-01-18,Germany,Iceland,26,24
2024,1,2024-01-18,France,Croatia,34,32
2024,1,2024-01-18,Hungary,Austria,29,30
2024,1,2024-01-17,Slovenia,Sweden,22,28
2024,1,2024-01-17,Denmark,Netherlands,39,27
2024,1,2024-01-17,Norway,Portugal,32,37
2024,1,2024-01-16,France,Germany,33,30
2024,1,2024-01-16,Iceland,Hungary,25,33
2024,1,2024-01-16,Spain,Austria,33,33
2024,1,2024-01-16,Croatia,Romania,31,25
2024,1,2024-01-16,North Macedonia,Switzerland,29,27
2024,1,2024-01-16,Serbia,Montenegro,29,30
2024,1,2024-01-15,Denmark,Portugal,37,27
2024,1,2024-01-15,Norway,Slovenia,27,28
2024,1,2024-01-15,Sweden,Netherlands,29,28
2024,1,2024-01-15,Bosnia & Herzegovina,Georgia,19,22
2024,1,2024-01-15,Czech Republic,Greece,29,20
2024,1,2024-01-15,Poland,Faroe Islands,32,28
2024,1,2024-01-14,Croatia,Austria,28,28
2024,1,2024-01-14,North Macedonia,Germany,25,34
2024,1,2024-01-14,Serbia,Hungary,27,28
2024,1,2024-01-14,Montenegro,Iceland,30,31
2024,1,2024-01-14,Romania,Spain,24,36
2024,1,2024-01-14,Switzerland,France,26,26
2024,1,2024-01-13,Faroe Islands,Norway,26,26
2024,1,2024-01-13,Georgia,Sweden,26,42
2024,1,2024-01-13,Greece,Denmark,28,40
2024,1,2024-01-13,Bosnia & Herzegovina,Netherlands,20,36
2024,1,2024-01-13,Czech Republic,Portugal,27,30
2024,1,2024-01-13,Poland,Slovenia,25,32
2024,1,2024-01-12,Hungary,Montenegro,26,24
2024,1,2024-01-12,Spain,Croatia,29,39
2024,1,2024-01-12,Austria,Romania,31,24
2024,1,2024-01-12,Iceland,Serbia,27,27
2024,1,2024-01-11,Denmark,Czech Republic,23,14
2024,1,2024-01-11,Norway,Poland,32,21
2024,1,2024-01-11,Sweden,Bosnia & Herzegovina,29,20
2024,1,2024-01-11,Netherlands,Georgia,34,29
2024,1,2024-01-11,Portugal,Greece,31,24
2024,1,2024-01-11,Slovenia,Faroe Islands,32,29
2024,2,2024-01-11,Tunisia,Algeria,24,16
2024,1,2024-01-10,Germany,Switzerland,27,14
2024,1,2024-01-10,France,North Macedonia,39,29
2024,1,2024-01-09,Finland,Georgia,30,23
2024,2,2024-01-08,Austria,Iceland,30,37
2024,2,2024-01-07,Sweden,Japan,43,23
2024,2,2024-01-07,Russia,Belarus,31,32
2024,2,2024-01-06,Faroe Islands,Belgium,34,29
2024,2,2024-01-06,Spain,Serbia,32,26
2024,2,2024-01-06,Austria,Iceland,28,33
2024,2,2024-01-06,Germany,Portugal,35,31
2024,2,2024-01-06,Switzerland,Argentina,35,27
2024,2,2024-01-06,Croatia,Slovenia,32,26
2024,2,2024-01-06,Poland,Slovakia,38,20
2024,2,2024-01-06,Bosnia & Herzegovina,Romania,19,29
2024,2,2024-01-06,Russia,Iran,26,29
2024,1,2024-01-05,Georgia,Finland,22,22
2024,2,2024-01-05,Faroe Islands,Belgium,41,31
2024,2,2024-01-05,Switzerland,Bosnia & Herzegovina,39,21
2024,2,2024-01-05,Spain,Slovakia,36,18
2024,2,2024-01-05,Hungary,Czech Republic,25,26
2024,2,2024-01-05,Romania,Argentina,30,23
2024,2,2024-01-05,Serbia,Poland,33,38
2024,2,2024-01-05,Slovenia,Montenegro,37,32
2024,2,2024-01-05,Sweden,Japan,42,30
2024,2,2024-01-05,Belarus,Iran,29,28
2024,2,2024-01-04,Argentina,Bosnia & Herzegovina,32,23
2024,2,2024-01-04,Slovakia,Serbia,24,31
2024,2,2024-01-04,Spain,Poland,31,25
2024,2,2024-01-04,Switzerland,Romania,37,31
2024,2,2024-01-04,Croatia,Montenegro,29,25
2024,2,2024-01-04,North Macedonia,Greece,33,30
2024,2,2024-01-04,Germany,Portugal,34,33
2024,2,2024-01-02,Algeria,Qatar,27,29
2024,2,2024-01-01,Qatar,Iraq,34,29
2023,2,2023-12-31,Algeria,Iraq,39,35
2023,2,2023-12-30,Qatar,Algeria,32,25
2023,2,2023-12-29,Poland,Argentina,34,26
2023,2,2023-12-29,Georgia,Romania,25,31
2023,2,2023-12-29,Slovenia,Austria,34,33
2023,2,2023-12-29,Slovakia,Greece,23,35
2023,2,2023-12-28,Romania,Greece,31,27
2023,2,2023-12-28,Slovakia,Georgia,27,32
2023,2,2023-12-27,Poland,Argentina,27,26
2023,4,2023-11-07,Estonia,Georgia,31,27
2023,4,2023-11-07,Kosovo,Belgium,28,28
2023,4,2023-11-07,Greece,Turkey,24,20
2023,4,2023-11-07,Great Britain,Finland,22,38
2023,4,2023-11-06,Estonia,Great Britain,34,22
2023,4,2023-11-06,Finland,Georgia,29,29
2023,2,2023-11-05,Germany,Egypt,28,27
2023,2,2023-11-05,Hungary,Poland,36,26
2023,2,2023-11-05,Slovenia,Serbia,28,28
2023,2,2023-11-05,Czech Republic,Bosnia & Herzegovina,30,18
2023,4,2023-11-05,Georgia,Great Britain,32,26
2023,4,2023-11-05,Finland,Estonia,35,30
2023,2,2023-11-04,Iceland,Faroe Islands,30,29
2023,2,2023-11-04,Slovenia,Serbia,30,26
2023,2,2023-11-04,Greece,North Macedonia,22,23
2023,2,2023-11-04,France,Romania,40,21
2023,2,2023-11-04,Tunisia,Portugal,32,33
2023,2,2023-11-04,Hungary,Poland,31,27
2023,2,2023-11-04,Austria,Switzerland,32,27
2023,2,2023-11-03,Iceland,Faroe Islands,39,24
2023,2,2023-11-03,Germany,Egypt,31,31
2023,2,2023-11-03,Tunisia,Austria,31,31
2023,2,2023-11-03,Switzerland,Portugal,26,29
2023,4,2023-11-03,Belgium,Greece,27,29
2023,4,2023-11-03,Turkey,Kosovo,25,23
2023,2,2023-11-02,Sweden,Ukraine,46,26
2023,2,2023-11-02,Tunisia,Switzerland,31,22
2023,2,2023-11-02,Montenegro,Romania,38,28
2023,2,2023-11-02,Portugal,Austria,27,34
2023,4,2023-06-30,Mexico,Cuba,30,35
2023,4,2023-06-28,USA,Cuba,32,28
2023,4,2023-06-27,Mexico,USA,20,30
2023,4,2023-06-26,Cuba,Mexico,25,33
2023,2,2023-04-28,Tunisia,Japan,30,28
2023,2,2023-04-26,Tunisia,Argentina,24,23
2023,4,2023-04-17,North Macedonia,Czech Republic,27,25
2023,4,2023-04-17,Montenegro,Greece,33,25
2023,4,2023-04-17,Netherlands,Portugal,28,35
2023,4,2023-04-16,Faroe Islands,Germany,27,33
2023,4,2023-04-16,Croatia,Finland,36,22
2023,4,2023-04-16,Iceland,Austria,34,26
2023,4,2023-04-16,Serbia,Slovenia,23,20
2023,4,2023-04-16,Hungary,Israel,31,22
2023,4,2023-04-16,Belgium,Russia,0,0
2023,4,2023-04-14,Portugal,Netherlands,30,33
2023,4,2023-04-13,Czech Republic,North Macedonia,24,24
2023,4,2023-04-13,Slovenia,Serbia,31,34
2023,4,2023-04-13,Germany,Faroe Islands,34,26
2023,4,2023-04-13,Greece,Montenegro,25,23
2023,4,2023-04-13,Austria,Iceland,30,34
2023,4,2023-04-13,Finland,Croatia,21,34
2023,4,2023-04-13,Israel,Hungary,32,33
2023,4,2023-04-13,Russia,Belgium,0,0
2023,4,2023-03-20,Estonia,Austria,24,27
2023,4,2023-03-20,Belarus,Faroe Islands,0,0
2023,4,2023-03-20,Lithuania,Israel,25,27
2023,4,2023-03-20,Slovenia,Italy,28,21
2023,4,2023-03-20,Switzerland,Portugal,28,33
2023,4,2023-03-20,Finland,Ukraine,10,0
2023,4,2023-03-19,Belgium,Slovakia,31,26
2023,4,2023-03-19,Bosnia & Herzegovina,Greece,26,28
2023,4,2023-03-19,Romania,North Macedonia,24,22
2023,4,2023-03-17,Portugal,Switzerland,33,26
2023,4,2023-03-17,Austria,Estonia,35,33
2023,4,2023-03-17,North Macedonia,Romania,30,22
2023,4,2023-03-16,Faroe Islands,Belarus,0,0
2023,4,2023-03-16,Slovakia,Belgium,28,26
2023,4,2023-03-16,Israel,Lithuania,28,24
2023,4,2023-03-16,Italy,Slovenia,28,29
2023,4,2023-03-16,Greece,Bosnia & Herzegovina,24,17
2023,4,2023-03-16,Finland,Ukraine,10,0
2023,2,2023-03-12,Belarus,Russia,29,29
2023,2,2023-03-11,Belarus,Russia,29,26
2023,4,2023-01-29,France,Denmark,29,34
2023,4,2023-01-29,Sweden,Spain,36,39
2023,4,2023-01-29,Egypt,Hungary,36,35
2023,4,2023-01-29,Germany,Norway,28,24
2023,4,2023-01-27,France,Sweden,31,26
2023,4,2023-01-27,Spain,Denmark,23,26
2023,4,2023-01-27,Norway,Hungary,33,25
2023,4,2023-01-27,Germany,Egypt,35,34
2023,4,2023-01-25,Chile,Tunisia,26,38
2023,4,2023-01-25,France,Germany,35,28
2023,4,2023-01-25,Sweden,Egypt,26,22
2023,4,2023-01-25,Denmark,Hungary,40,23
2023,4,2023-01-25,Norway,Spain,34,35
2023,4,2023-01-23,Egypt,Denmark,25,30
2023,4,2023-01-23,Germany,Norway,26,28
2023,4,2023-01-23,Croatia,Bahrain,43,32
2023,4,2023-01-23,Serbia,Netherlands,32,30
2023,4,2023-01-23,Qatar,Argentina,22,26
2023,4,2023-01-23,USA,Belgium,24,22
2023,4,2023-01-23,Tunisia,Algeria,30,25
2023,4,2023-01-22,Spain,France,26,28
2023,4,2023-01-22,Sweden,Portugal,32,30
2023,4,2023-01-22,Brazil,Iceland,37,41
2023,4,2023-01-22,Iran,Poland,22,26
2023,4,2023-01-22,Cape Verde,Hungary,30,42
2023,4,2023-01-22,Montenegro,Slovenia,23,31
2023,4,2023-01-21,Netherlands,Germany,26,33
2023,4,2023-01-21,USA,Denmark,24,33
2023,4,2023-01-21,Croatia,Belgium,34,26
2023,4,2023-01-21,Qatar,Norway,17,30
2023,4,2023-01-21,North Macedonia,Tunisia,28,33
2023,4,2023-01-21,Bahrain,Egypt,22,26
2023,4,2023-01-21,Serbia,Argentina,28,22
2023,4,2023-01-20,Iceland,Sweden,30,35
2023,4,2023-01-20,Montenegro,Poland,20,27
2023,4,2023-01-20,Brazil,Hungary,25,28
2023,4,2023-01-20,Iran,France,29,41
2023,4,2023-01-20,Cape Verde,Portugal,23,35
2023,4,2023-01-20,Slovenia,Spain,26,31
2023,4,2023-01-19,Denmark,Croatia,32,32
2023,4,2023-01-19,Norway,Serbia,31,28
2023,4,2023-01-19,Egypt,Belgium,33,28
2023,4,2023-01-19,Germany,Argentina,39,19
2023,4,2023-01-19,Qatar,Netherlands,30,32
2023,4,2023-01-19,USA,Bahrain,27,32
2023,4,2023-01-19,Algeria,North Macedonia,25,40
2023,4,2023-01-18,Spain,Poland,27,23
2023,4,2023-01-18,Sweden,Hungary,37,28
2023,4,2023-01-18,Cape Verde,Iceland,30,40
2023,4,2023-01-18,France,Montenegro,35,24
2023,4,2023-01-18,Iran,Slovenia,21,38
2023,4,2023-01-18,Portugal,Brazil,28,28
2023,4,2023-01-18,Chile,Saudi Arabia,26,23
2023,4,2023-01-17,Netherlands,Norway,26,27
2023,4,2023-01-17,Qatar,Serbia,24,34
2023,4,2023-01-17,Tunisia,Denmark,21,34
2023,4,2023-01-17,Algeria,Germany,21,37
2023,4,2023-01-17,Belgium,Bahrain,28,30
2023,4,2023-01-17,Egypt,USA,35,16
2023,4,2023-01-17,North Macedonia,Argentina,26,35
2023,4,2023-01-16,Iran,Spain,22,35
2023,4,2023-01-16,Poland,Saudi Arabia,27,24
2023,4,2023-01-16,Portugal,Hungary,27,20
2023,4,2023-01-16,Brazil,Cape Verde,30,28
2023,4,2023-01-16,Montenegro,Chile,35,33
2023,4,2023-01-16,Slovenia,France,31,35
2023,4,2023-01-16,Faroe Islands,Latvia,26,19
2023,4,2023-01-16,Italy,Luxembourg,29,28
2023,4,2023-01-16,Turkey,Greece,20,28
2023,2,2023-01-15,Czech Republic,Slovakia,29,23
2023,4,2023-01-15,Croatia,USA,40,22
2023,4,2023-01-15,Denmark,Bahrain,36,21
2023,4,2023-01-15,Norway,Argentina,32,21
2023,4,2023-01-15,Qatar,Algeria,29,24
2023,4,2023-01-15,Belgium,Tunisia,31,29
2023,4,2023-01-15,Germany,Serbia,34,33
2023,4,2023-01-15,North Macedonia,Netherlands,24,34
2023,4,2023-01-15,Italy,Faroe Islands,26,27
2023,4,2023-01-15,Belgium,Kosovo,33,29
2023,4,2023-01-15,Latvia,Luxembourg,30,30
2023,2,2023-01-14,Czech Republic,Slovakia,33,27
2023,4,2023-01-14,Iceland,Hungary,28,30
2023,4,2023-01-14,Poland,Slovenia,23,32
2023,4,2023-01-14,Spain,Chile,34,26
2023,4,2023-01-14,Sweden,Cape Verde,34,27
2023,4,2023-01-14,France,Saudi Arabia,41,23
2023,4,2023-01-14,Montenegro,Iran,34,31
2023,4,2023-01-14,Luxembourg,Faroe Islands,31,26
2023,4,2023-01-14,Latvia,Italy,23,36
2023,4,2023-01-13,Croatia,Egypt,22,31
2023,4,2023-01-13,Denmark,Belgium,43,28
2023,4,2023-01-13,Norway,North Macedonia,39,27
2023,4,2023-01-13,Serbia,Algeria,36,27
2023,4,2023-01-13,Argentina,Netherlands,19,29
2023,4,2023-01-13,Bahrain,Tunisia,27,27
2023,4,2023-01-13,Germany,Qatar,31,27
2023,4,2023-01-13,Greece,Belgium,42,24
2023,4,2023-01-12,Iceland,Portugal,30,26
2023,4,2023-01-12,Spain,Montenegro,30,25
2023,4,2023-01-12,Sweden,Brazil,26,18
2023,4,2023-01-12,Chile,Iran,24,25
2023,4,2023-01-12,Saudi Arabia,Slovenia,19,33
2023,4,2023-01-12,Kosovo,Turkey,26,24
2023,4,2023-01-11,France,Poland,26,24
2023,2,2023-01-09,Sweden,Serbia,28,30
2023,4,2023-01-09,Greece,Kosovo,26,25
2023,2,2023-01-08,Croatia,Israel,37,23
2023,2,2023-01-08,Slovakia,Chile,40,29
2023,2,2023-01-08,Switzerland,Austria,29,28
2023,2,2023-01-08,Germany,Iceland,33,31
2023,2,2023-01-08,Japan,Cape Verde,31,19
2023,2,2023-01-08,Finland,Estonia,31,29
2023,2,2023-01-08,Lithuania,Latvia,24,15
2023,4,2023-01-08,Belgium,Turkey,37,28
2023,2,2023-01-07,North Macedonia,Israel,38,37
2023,2,2023-01-07,Switzerland,Cape Verde,29,29
2023,2,2023-01-07,France,Egypt,33,32
2023,2,2023-01-07,Spain,Argentina,31,20
2023,2,2023-01-07,Austria,Japan,39,30
2023,2,2023-01-07,Germany,Iceland,30,31
2023,2,2023-01-07,Denmark,Saudi Arabia,41,27
2023,2,2023-01-07,Hungary,Slovenia,29,32
2023,2,2023-01-07,Bahrain,Romania,24,27
2023,2,2023-01-07,Netherlands,Czech Republic,30,33
2023,4,2023-01-07,Romania,Israel,33,30
2023,2,2023-01-06,Croatia,North Macedonia,40,34
2023,2,2023-01-06,Switzerland,Japan,35,31
2023,2,2023-01-06,Poland,Belgium,29,18
2023,2,2023-01-06,Spain,Bahrain,34,21
2023,2,2023-01-06,Cape Verde,Austria,31,39
2023,2,2023-01-06,Tunisia,Algeria,29,23
2023,2,2023-01-06,Romania,Argentina,31,26
2023,2,2023-01-06,Sweden,Serbia,35,34
2023,2,2023-01-05,Denmark,Saudi Arabia,43,16
2023,2,2023-01-05,Belgium,Iran,35,31
2023,2,2023-01-05,Slovenia,Hungary,27,28
2023,2,2023-01-05,Spain,Romania,42,29
2023,2,2023-01-05,Qatar,Montenegro,23,23
2023,2,2023-01-05,Argentina,Bahrain,31,27
2023,2,2023-01-05,Russia,Belarus,28,23
2023,4,2023-01-05,Kosovo,Greece,20,21
2023,4,2023-01-05,Turkey,Belgium,30,25
2023,2,2023-01-04,France,Netherlands,43,32
2023,2,2023-01-04,Egypt,Czech Republic,33,30
2023,2,2023-01-04,Poland,Iran,32,27
2023,2,2023-01-04,Tunisia,Algeria,32,30
2023,2,2023-01-03,Qatar,Montenegro,30,28
2022,2,2022-12-30,Poland,Brazil,31,23
2022,2,2022-12-29,Croatia,Italy,40,26
2022,2,2022-12-29,Egypt,Slovakia,33,29
2022,2,2022-12-29,Algeria,Romania,25,33
2022,2,2022-12-29,Latvia,Czech Republic,24,34
2022,2,2022-12-29,Tunisia,Brazil,29,24
2022,2,2022-12-28,Romania,Slovakia,30,31
2022,2,2022-12-28,Latvia,Czech Republic,24,24
2022,2,2022-12-28,Poland,Tunisia,31,32
2022,2,2022-12-28,Egypt,Algeria,38,27
2022,2,2022-12-28,North Macedonia,Montenegro,30,31
2022,2,2022-12-27,North Macedonia,Montenegro,38,33
2022,2,2022-12-17,Bahrain,Saudi Arabia,29,26
2022,1,2022-11-08,Italy,Norway,24,39
2022,1,2022-11-08,Romania,Montenegro,36,27
2022,1,2022-11-08,Kosovo,Sweden,16,30
2022,1,2022-11-08,Estonia,Germany,23,35
2022,1,2022-11-08,Lithuania,Portugal,26,34
2022,1,2022-11-07,Switzerland,North Macedonia,23,25
2022,1,2022-11-07,Finland,Denmark,22,40
2022,1,2022-11-07,Russia,Ukraine,30,28
2022,1,2022-11-05,Denmark,Switzerland,31,26
2022,1,2022-11-05,Sweden,Romania,33,30
2022,1,2022-11-05,Germany,Bosnia & Herzegovina,25,21
2022,1,2022-11-05,Ukraine,Russia,27,27
2022,1,2022-11-04,Iceland,Lithuania,36,20
2022,1,2022-11-04,Montenegro,Kosovo,32,25
2022,1,2022-11-04,Portugal,Israel,31,22
2022,1,2022-11-04,Austria,Estonia,31,28
2022,1,2022-11-04,Netherlands,Turkey,27,26
2022,1,2022-11-04,North Macedonia,Finland,33,24
2022,2,2022-10-14,Bahrain,Egypt,25,26
2022,2,2022-10-13,Tunisia,Qatar,22,22
2022,1,2022-05-02,Austria,Bosnia & Herzegovina,27,23
2022,1,2022-05-02,Belarus,Latvia,30,26
2022,1,2022-05-02,Czech Republic,Ukraine,27,22
2022,1,2022-05-02,Denmark,Finland,46,24
2022,1,2022-05-02,Faroe Islands,Russia,23,28
2022,1,2022-05-02,France,Greece,46,30
2022,1,2022-05-02,Germany,Estonia,35,20
2022,1,2022-05-02,Iceland,Israel,39,29
2022,1,2022-05-02,Montenegro,Romania,23,19
2022,1,2022-05-02,Netherlands,Poland,32,30
2022,1,2022-05-02,North Macedonia,Switzerland,29,28
2022,1,2022-05-02,Norway,Italy,37,16
2022,1,2022-05-02,Portugal,Lithuania,30,25
2022,1,2022-05-02,Serbia,Belgium,10,0
2022,1,2022-05-02,Slovenia,Turkey,39,24
2022,1,2022-05-02,Sweden,Kosovo,39,16
2022,1,2022-04-30,Faroe Islands,Czech Republic,27,26
2022,1,2022-04-30,Montenegro,Sweden,22,34
2022,1,2022-04-29,Poland,Slovenia,27,26
2022,1,2022-04-29,Israel,Portugal,29,41
2022,1,2022-04-29,Italy,Belarus,31,32
2022,1,2022-04-29,Estonia,Austria,27,31
2022,1,2022-04-29,Norway,Latvia,36,17
2022,1,2022-04-29,Belgium,France,0,10
2022,1,2022-04-29,Lithuania,Iceland,29,27
2022,1,2022-04-29,Turkey,Netherlands,24,32
2022,1,2022-04-29,Bosnia & Herzegovina,Germany,24,26
2022,1,2022-04-29,Greece,Serbia,25,27
2022,1,2022-04-28,Kosovo,Montenegro,22,27
2022,1,2022-04-28,Latvia,Norway,23,28
2022,1,2022-04-28,Russia,Faroe Islands,31,24
2022,1,2022-04-28,Switzerland,Denmark,29,30
2022,1,2022-04-28,Finland,North Macedonia,22,27
2022,1,2022-04-28,Romania,Sweden,23,31
2022,1,2022-04-28,Ukraine,Czech Republic,26,28
2022,1,2022-04-27,Israel,Iceland,20,30
2022,1,2022-04-27,Greece,France,31,40
2022,1,2022-04-27,Turkey,Slovenia,22,30
2022,1,2022-04-26,Israel,Lithuania,34,28
2022,2,2022-04-16,Tunisia,Brazil,31,30
2022,2,2022-04-16,France,Spain,31,32
2022,2,2022-04-16,Sweden,Denmark,23,31
2022,2,2022-04-14,Tunisia,Brazil,31,30
2022,2,2022-04-14,France,Spain,44,33
2022,2,2022-04-14,Denmark,Poland,30,20
2022,2,2022-03-20,Poland,Sweden,24,28
2022,2,2022-03-19,Germany,Hungary,31,31
2022,2,2022-03-17,Poland,Sweden,24,27
2022,1,2022-03-14,Czech Republic,Russia,27,27
2022,1,2022-03-14,Faroe Islands,Ukraine,25,26
2022,1,2022-03-14,Poland,Netherlands,26,27
2022,1,2022-03-14,Bosnia & Herzegovina,Austria,27,21
2022,1,2022-03-14,Romania,Kosovo,25,30
2022,1,2022-03-14,Denmark,North Macedonia,37,21
2022,1,2022-03-14,Lithuania,Israel,31,28
2022,1,2022-03-14,Switzerland,Finland,32,30
2022,1,2022-03-13,Latvia,Belarus,27,39
2022,1,2022-03-12,Czech Republic,Faroe Islands,28,20
2022,1,2022-03-11,North Macedonia,Denmark,33,29
2022,1,2022-03-11,Finland,Switzerland,19,32
2022,1,2022-03-10,Kosovo,Romania,23,23
2022,1,2022-03-10,Russia,Czech Republic,28,27
2022,1,2022-03-10,Ukraine,Faroe Islands,25,21
2022,1,2022-03-10,Belarus,Italy,37,32
2022,1,2022-03-09,France,Belgium,10,0
2022,1,2022-03-09,Slovenia,Poland,32,29
2022,1,2022-03-09,Sweden,Montenegro,27,24
2022,1,2022-01-30,Sweden,Spain,27,26
2022,1,2022-01-30,France,Denmark,32,35
2022,1,2022-01-28,France,Sweden,33,34
2022,1,2022-01-28,Spain,Denmark,29,25
2022,1,2022-01-28,Iceland,Norway,33,34
2022,1,2022-01-26,Denmark,France,29,30
2022,1,2022-01-26,Netherlands,Croatia,28,28
2022,1,2022-01-26,Montenegro,Iceland,24,34
2022,1,2022-01-25,Sweden,Norway,24,23
2022,1,2022-01-25,Germany,Russia,30,29
2022,1,2022-01-25,Poland,Spain,27,28
2022,1,2022-01-24,Montenegro,France,27,36
2022,1,2022-01-24,Denmark,Netherlands,35,23
2022,1,2022-01-24,Iceland,Croatia,22,23
2022,1,2022-01-23,Spain,Norway,23,27
2022,1,2022-01-23,Germany,Sweden,21,25
2022,1,2022-01-23,Poland,Russia,29,29
2022,1,2022-01-22,Denmark,Croatia,27,25
2022,1,2022-01-22,France,Iceland,21,29
2022,1,2022-01-22,Montenegro,Netherlands,30,34
2022,1,2022-01-21,Germany,Norway,23,28
2022,1,2022-01-21,Poland,Sweden,18,28
2022,1,2022-01-21,Russia,Spain,25,26
2022,1,2022-01-20,Denmark,Iceland,28,24
2022,1,2022-01-20,Poland,Norway,31,42
2022,1,2022-01-20,France,Netherlands,34,24
2022,1,2022-01-20,Germany,Spain,23,29
2022,1,2022-01-20,Montenegro,Croatia,32,26
2022,1,2022-01-20,Russia,Sweden,23,29
2022,1,2022-01-19,Finland,Georgia,37,21
2022,1,2022-01-19,Estonia,Luxembourg,31,20
2022,1,2022-01-18,Belarus,Austria,29,26
2022,1,2022-01-18,Netherlands,Portugal,32,31
2022,1,2022-01-18,Iceland,Hungary,31,30
2022,1,2022-01-18,Poland,Germany,23,30
2022,1,2022-01-17,Czech Republic,Sweden,27,27
2022,1,2022-01-17,France,Serbia,29,25
2022,1,2022-01-17,Lithuania,Norway,29,35
2022,1,2022-01-17,North Macedonia,Denmark,21,31
2022,1,2022-01-17,Bosnia & Herzegovina,Spain,24,28
2022,1,2022-01-17,Montenegro,Slovenia,33,32
2022,1,2022-01-17,Slovakia,Russia,27,36
2022,1,2022-01-17,Ukraine,Croatia,25,38
2022,1,2022-01-16,Belarus,Poland,20,29
2022,1,2022-01-16,Iceland,Netherlands,29,28
2022,1,2022-01-16,Germany,Austria,34,29
2022,1,2022-01-16,Portugal,Hungary,30,31
2022,1,2022-01-16,Belgium,Serbia,0,10
2022,1,2022-01-16,Luxembourg,Estonia,33,38
2022,1,2022-01-16,Georgia,Finland,24,24
2022,1,2022-01-15,Croatia,Serbia,23,20
2022,1,2022-01-15,Norway,Russia,22,23
2022,1,2022-01-15,Slovenia,Denmark,23,34
2022,1,2022-01-15,Spain,Sweden,32,28
2022,1,2022-01-15,Czech Republic,Bosnia & Herzegovina,27,19
2022,1,2022-01-15,France,Ukraine,36,23
2022,1,2022-01-15,North Macedonia,Montenegro,24,28
2022,1,2022-01-15,Slovakia,Lithuania,31,26
2022,1,2022-01-14,Austria,Poland,31,36
2022,1,2022-01-14,Portugal,Iceland,24,28
2022,1,2022-01-14,Germany,Belarus,33,29
2022,1,2022-01-13,Croatia,France,22,27
2022,1,2022-01-13,Denmark,Montenegro,30,21
2022,1,2022-01-13,Hungary,Netherlands,28,31
2022,1,2022-01-13,Norway,Slovakia,35,25
2022,1,2022-01-13,Sweden,Bosnia & Herzegovina,30,18
2022,1,2022-01-13,Russia,Lithuania,29,27
2022,1,2022-01-13,Serbia,Ukraine,31,23
2022,1,2022-01-13,Slovenia,North Macedonia,27,25
2022,1,2022-01-13,Spain,Czech Republic,28,26
2022,1,2022-01-13,Serbia,Greece,31,21
2022,1,2022-01-13,Luxembourg,Great Britain,29,19
2022,1,2022-01-10,Bosnia & Herzegovina,Estonia,21,19
2022,1,2022-01-10,Slovenia,Netherlands,27,27
2022,1,2022-01-10,Germany,Austria,34,20
2022,1,2022-01-10,Iceland,Portugal,32,23
