date,home,away,home_score,away_score
17.12. 18:00,France W,Norway W,31,28
17.12. 15:00,Sweden W,Denmark W,27,28
17.12. 12:00,Germany W,Netherlands W,26,30
17.12. 09:15,Czech Republic W,Montenegro W,24,28
15.12. 20:00,Sweden W,France W,28,37
15.12. 16:30AET,Denmark W,Norway W,28,29
15.12. 13:30,Montenegro W,Netherlands W,25,28
15.12. 10:30,Germany W,Czech Republic W,32,26
13.12. 19:30,Denmark W,Montenegro W,26,24
13.12. 19:30,Iceland W,Congo W,30,28
13.12. 17:00,China W,Chile W,25,26
13.12. 16:30,Sweden W,Germany W,27,20
13.12. 14:30,Paraguay W,Kazakhstan W,36,30
13.12. 12:00,Greenland W,Iran W,23,28
12.12. 19:30,Netherlands W,Norway W,23,30
12.12. 16:30,France W,Czech Republic W,33,22
11.12. 19:30,Germany W,Denmark W,28,30
11.12. 19:30,Montenegro W,Sweden W,25,32
11.12. 19:30,Paraguay W,Greenland W,21,19
11.12. 17:00,Hungary W,Croatia W,23,22
11.12. 17:00,Poland W,Romania W,26,27
11.12. 17:00,Iceland W,China W,30,23
11.12. 14:30,Cameroon W,Senegal W,20,22
11.12. 14:30,Japan W,Serbia W,22,20
11.12. 14:30,Iran W,Kazakhstan W,29,33
11.12. 12:00,Congo W,Chile W,24,21
10.12. 19:30,France W,Norway W,24,23
10.12. 17:00,Slovenia W,Austria W,32,27
10.12. 15:30,Netherlands W,Spain W,29,21
10.12. 14:30,Angola W,South Korea W,33,31
10.12. 13:15,Czech Republic W,Brazil W,27,30
10.12. 11:00,Argentina W,Ukraine W,25,20
09.12. 19:30,Hungary W,Sweden W,22,26
09.12. 19:30,Poland W,Denmark W,22,32
09.12. 19:30,China W,Greenland W,32,24
09.12. 17:00,Croatia W,Cameroon W,24,15
09.12. 17:00,Serbia W,Germany W,21,31
09.12. 17:00,Paraguay W,Iceland W,19,25
09.12. 14:30,Romania W,Japan W,32,28
09.12. 14:30,Senegal W,Montenegro W,21,29
09.12. 14:30,Iran W,Congo W,20,32
09.12. 12:00,Chile W,Kazakhstan W,27,23
08.12. 19:30,Slovenia W,Norway W,21,34
08.12. 19:30,Ukraine W,Netherlands W,21,40
08.12. 17:00,Czech Republic W,Spain W,30,22
08.12. 17:00,South Korea W,France W,22,32
08.12. 14:30,Austria W,Angola W,25,30
08.12. 14:30,Brazil W,Argentina W,33,19
07.12. 19:30,Denmark W,Japan W,26,27
07.12. 19:30,Sweden W,Cameroon W,37,13
07.12. 17:00,Germany W,Romania W,24,22
07.12. 17:00,Senegal W,Hungary W,20,30
07.12. 17:00,Greenland W,Iceland W,14,37
07.12. 14:30,Montenegro W,Croatia W,25,26
07.12. 14:30,Serbia W,Poland W,21,22
07.12. 14:30,China W,Paraguay W,23,20
07.12. 12:00,Chile W,Iran W,30,20
06.12. 19:30,Netherlands W,Brazil W,35,27
06.12. 19:30,Norway W,Angola W,37,19
06.12. 17:00,France W,Austria W,41,27
06.12. 17:00,Spain W,Argentina W,30,23
06.12. 14:30,South Korea W,Slovenia W,27,31
06.12. 14:30,Ukraine W,Czech Republic W,23,30
06.12. 12:00,Kazakhstan W,Congo W,36,37
05.12. 19:30,Denmark W,Romania W,39,23
05.12. 19:30,Sweden W,Croatia W,22,17
05.12. 17:00,China W,Senegal W,15,22
05.12. 17:00,Serbia W,Chile W,30,16
04.12. 20:00,France W,Slovenia W,31,27
04.12. 19:30,Germany W,Poland W,33,17
04.12. 19:30,Montenegro W,Hungary W,24,18
04.12. 19:30,Netherlands W,Czech Republic W,33,20
04.12. 17:00,Angola W,Iceland W,26,26
04.12. 17:00,Argentina W,Congo W,31,26
04.12. 17:00,Cameroon W,Paraguay W,26,23
04.12. 17:00,Japan W,Iran W,42,10
03.12. 19:30,Chile W,Denmark W,11,46
03.12. 19:30,Norway W,South Korea W,33,23
03.12. 17:00,Brazil W,Spain W,25,27
03.12. 17:00,Greenland W,Austria W,23,43
03.12. 17:00,Romania W,Serbia W,37,28
03.12. 17:00,Senegal W,Sweden W,18,26
03.12. 14:30,Croatia W,China W,39,13
03.12. 14:30,Ukraine W,Kazakhstan W,37,24
02.12. 19:30,Hungary W,Cameroon W,39,20
02.12. 19:30,Poland W,Japan W,32,30
02.12. 17:00,Congo W,Netherlands W,20,40
02.12. 17:00,Iceland W,France W,22,31
02.12. 17:00,Iran W,Germany W,22,45
02.12. 17:00,Paraguay W,Montenegro W,26,41
02.12. 14:30,Czech Republic W,Argentina W,31,22
02.12. 14:30,Slovenia W,Angola W,30,24
01.12. 19:30,Austria W,Norway W,28,45
01.12. 19:30,Denmark W,Serbia W,25,21
01.12. 19:30,Spain W,Ukraine W,32,20
01.12. 19:30,Sweden W,China W,36,24
01.12. 17:00,Croatia W,Senegal W,22,22
01.12. 17:00,Kazakhstan W,Brazil W,15,46
01.12. 17:00,Romania W,Chile W,44,19
01.12. 17:00,South Korea W,Greenland W,27,16
30.11. 19:30,Czech Republic W,Congo W,32,22
30.11. 19:30,France W,Angola W,30,29
30.11. 19:30,Hungary W,Paraguay W,35,12
30.11. 19:30,Poland W,Iran W,35,15
30.11. 17:00,Germany W,Japan W,31,30
30.11. 17:00,Montenegro W,Cameroon W,25,11
30.11. 17:00,Netherlands W,Argentina W,41,26
30.11. 17:00,Slovenia W,Iceland W,30,24
29.11. 19:30,Norway W,Greenland W,43,11
29.11. 19:30,Spain W,Kazakhstan W,34,17
29.11. 17:00,Brazil W,Ukraine W,35,20
29.11. 17:00,South Korea W,Austria W,29,30
11.06. 18:00,Greenland W,Canada W,17,15
11.06. 15:00,Mexico W,Cuba W,29,27
10.06. 22:00,Mexico W,Greenland W,22,24
10.06. 19:30,USA W,Cuba W,12,36
09.06. 22:00,Canada W,Cuba W,27,24
09.06. 19:30,USA W,Mexico W,22,30
07.06. 22:00,Greenland W,USA W,27,12
07.06. 19:30,Mexico W,Canada W,25,32
06.06. 22:00,Cuba W,Greenland W,19,25
06.06. 19:30,Canada W,USA W,26,11
05.06. 22:00,Greenland W,Canada W,30,19
05.06. 19:00,Cuba W,Mexico W,26,32
12.04. 19:15,Portugal W,Romania W,24,28
12.04. 18:45,Spain W,Austria W,26,24
12.04. 18:15,Kosovo W,Poland W,20,32
12.04. 16:15,Hungary W,Iceland W,34,28
12.04. 16:00,Croatia W,Slovakia W,31,18
12.04. 16:00,Serbia W,Turkey W,32,25
12.04. 15:30,Slovenia W,Italy W,33,21
12.04. 14:45,Greece W,Germany W,20,36
11.04. 17:30,Czech Republic W,Switzerland W,36,27
11.04. 15:00,Ukraine W,North Macedonia W,31,22
09.04. 15:15,Germany W,Greece W,39,13
08.04. 17:00,North Macedonia W,Ukraine W,22,24
08.04. 16:30,Italy W,Slovenia W,25,31
08.04. 16:00,Austria W,Spain W,28,28
08.04. 16:00,Iceland W,Hungary W,21,25
08.04. 14:00,Romania W,Portugal W,35,20
08.04. 13:00,Switzerland W,Czech Republic W,31,32
07.04. 17:00,Slovakia W,Croatia W,23,25
07.04. 14:00,Turkey W,Serbia W,24,33
