date,home,away,home_score,away_score
11.08. 11:30,Germany,Denmark,26,39
11.08. 07:00,Spain,Slovenia,23,22
09.08. 19:30,Slovenia,Denmark,30,31
09.08. 14:30,Germany,Spain,25,24
07.08. 19:30,Norway,Slovenia,28,33
07.08. 15:30,Denmark,Sweden,32,31
07.08. 11:30AET,Germany,France,35,34
07.08. 07:30AET,Spain,Egypt,29,28
04.08. 19:00,Spain,Croatia,32,31
04.08. 17:00,Denmark,Norway,32,25
04.08. 14:00,Hungary,France,20,24
04.08. 12:00,Germany,Slovenia,36,29
04.08. 09:00,Egypt,Argentina,34,27
04.08. 07:00,Sweden,Japan,40,27
02.08. 19:00,Norway,Egypt,25,26
02.08. 17:00,Japan,Slovenia,28,29
02.08. 14:00,Germany,Spain,33,31
02.08. 12:00,Croatia,Sweden,27,38
02.08. 09:00,Argentina,France,21,28
02.08. 07:00,Hungary,Denmark,25,28
31.07. 19:00,Denmark,Argentina,38,27
31.07. 17:00,France,Egypt,26,26
31.07. 14:00,Slovenia,Sweden,29,24
31.07. 12:00,Spain,Japan,37,33
31.07. 09:00,Croatia,Germany,31,26
31.07. 07:00,Norway,Hungary,26,25
29.07. 19:00,Argentina,Hungary,25,35
29.07. 17:00,France,Norway,22,27
29.07. 14:00,Sweden,Spain,29,26
29.07. 12:00,Egypt,Denmark,27,30
29.07. 09:00,Slovenia,Croatia,31,29
29.07. 07:00,Japan,Germany,26,37
27.07. 19:00,Denmark,France,37,29
27.07. 17:00,Germany,Sweden,30,27
27.07. 14:00,Norway,Argentina,36,31
27.07. 12:00,Croatia,Japan,30,29
27.07. 09:00,Hungary,Egypt,32,35
27.07. 07:00,Spain,Slovenia,25,22
17.03. 20:00,Hungary,Portugal,30,27
17.03. 17:30,Tunisia,Norway,24,41
17.03. 16:45,Spain,Brazil,28,26
17.03. 15:45,Croatia,Algeria,34,22
17.03. 14:15,Bahrain,Slovenia,26,32
17.03. 13:10,Austria,Germany,31,34
16.03. 18:30,Norway,Hungary,29,25
16.03. 16:30,Algeria,Austria,26,41
16.03. 16:00,Portugal,Tunisia,37,29
16.03. 13:30,Germany,Croatia,30,33
15.03. 20:00,Spain,Slovenia,32,22
15.03. 17:30,Bahrain,Brazil,24,25
14.03. 20:00,Hungary,Tunisia,33,24
14.03. 20:00,Slovenia,Brazil,27,26
14.03. 19:15,Croatia,Austria,35,29
14.03. 17:30,Norway,Portugal,32,29
14.03. 17:30,Spain,Bahrain,39,27
14.03. 16:45,Germany,Algeria,41,29
28.10. 14:30,Bahrain,Japan,29,32
28.10. 12:00,Qatar,South Korea,32,38
26.10. 16:00,Japan,South Korea,34,23
26.10. 14:00,Qatar,Bahrain,29,30
26.10. 12:00,Saudi Arabia,Iran,28,30
26.10. 10:00,United Arab Emirates,Kuwait,26,31
26.10. 08:00,China,Kazakhstan,44,22
24.10. 16:00,Qatar,Saudi Arabia,33,24
24.10. 14:00,Bahrain,Iran,28,24
24.10. 12:00,China,South Korea,23,28
24.10. 10:00,United Arab Emirates,India,40,22
24.10. 08:00,Kazakhstan,Kuwait,31,39
22.10. 16:00,South Korea,Qatar,25,39
22.10. 14:00,Kuwait,Bahrain,26,34
22.10. 12:00,United Arab Emirates,Saudi Arabia,21,22
22.10. 10:00,Kazakhstan,Japan,19,44
22.10. 08:00,India,China,15,46
21.10. 16:00,Qatar,United Arab Emirates,31,23
21.10. 14:00,China,Saudi Arabia,23,33
21.10. 12:00,Kuwait,Japan,30,32
21.10. 10:00,South Korea,India,46,19
21.10. 08:00,Iran,Kazakhstan,42,20
19.10. 16:00,India,Qatar,14,48
19.10. 14:00,Japan,Bahrain,27,26
19.10. 12:00,Kuwait,Iran,28,29
19.10. 10:00,United Arab Emirates,China,31,30
19.10. 08:00,Saudi Arabia,South Korea,27,29
18.10. 16:00,Qatar,China,34,25
18.10. 14:00,Japan,Iran,25,20
18.10. 12:00,Saudi Arabia,India,46,17
18.10. 10:00,Kazakhstan,Bahrain,18,46
18.10. 08:00,South Korea,United Arab Emirates,29,23
