date,division,game_nr,home,away,home_timediff,away_timediff
2026-01-19,1,1,Austria,Serbia,2,2
2026-01-19,1,2,Czech Republic,Ukraine,2,2
2026-01-19,1,3,Netherlands,Croatia,2,2
2026-01-19,1,4,Norway,France,2,2
2026-01-19,1,5,Sweden,Georgia,2,2
2026-01-19,1,6,Germany,Spain,2,2
2026-01-20,1,7,Montenegro,Switzerland,2,2
2026-01-20,1,8,North Macedonia,Romania,2,2
2026-01-20,1,9,Poland,Italy,2,2
2026-01-20,1,10,Denmark,Portugal,2,2
2026-01-20,1,11,Hungary,Iceland,2,2
2026-01-20,1,12,Slovenia,Faroe Islands,2,2
2026-01-21,1,13,Netherlands,Georgia,2,2
2026-01-21,1,14,Sweden,Croatia,2,2
