date,home,away,home_score,away_score
23.07. 16:00,France,Slovenia,39,30
21.07. 15:30,Germany,Japan,35,25
19.07. 15:15,Germany,Hungary,33,29
18.07. 19:10,Denmark,Argentina,34,20
18.07. 17:30,Sweden,Egypt,32,26
18.07. 17:15,Norway,Spain,35,29
17.07. 16:00,France,Croatia,31,26
16.07. 18:30,Denmark,Argentina,34,24
16.07. 18:30,Norway,Spain,35,29
13.07. 15:40,Germany,France,35,30
13.07. 15:00,Hungary,Slovenia,29,25
08.07. 17:00,Slovenia,Egypt,27,27
06.07. 17:30,Spain,Argentina,40,29
06.07. 14:30,Croatia,Egypt,36,29
05.07. 17:00,Slovenia U20,Croatia U20,36,24
12.05. 12:30,Sweden,Germany,34,28
11.05. 14:45,France,USA,38,29
17.03. 11:00,Poland,Serbia,28,36
16.03. 19:00Pen,France U21,Denmark U21,28,30
16.03. 16:30,Slovenia U21,Hungary U21,31,26
16.03. 15:30,Switzerland U21,Germany U21,32,34
16.03. 15:15,France,Egypt,39,31
16.03. 15:00,Denmark,Switzerland,30,25
16.03. 13:00,Montenegro,Georgia,29,19
16.03. 12:45,Argentina,Japan,35,23
15.03. 18:30,Netherlands,Czech Republic,29,29
15.03. 18:00,Montenegro,Georgia,34,20
15.03. 17:00,Poland,Serbia,25,26
14.03. 20:10,France,Argentina,32,23
14.03. 19:00,France U21,Slovenia U21,37,26
14.03. 18:00,Germany U21,Switzerland U21,28,28
14.03. 17:30,Japan,Egypt,30,37
14.03. 16:30,Denmark U21,Hungary U21,30,24
11.01. 17:00,Tunisia,Algeria,24,16
08.01. 17:10,Austria,Iceland,30,37
07.01. 15:00,Sweden,Japan,43,23
07.01. 12:15,Russia,Belarus,31,32
07.01. 09:45,Iran,Russia U20,29,27
06.01. 19:30,Faroe Islands,Belgium,34,29
06.01. 18:00,Spain,Serbia,32,26
06.01. 17:10,Austria,Iceland,28,33
06.01. 17:00,Germany,Portugal,35,31
06.01. 17:00,Switzerland,Argentina,35,27
06.01. 16:00,Croatia,Slovenia,32,26
06.01. 15:45,Poland,Slovakia,38,20
06.01. 13:00,Bosnia & Herzegovina,Romania,19,29
06.01. 12:30,Russia,Iran,26,29
06.01. 10:00,Russia U20,Belarus,29,45
05.01. 19:30,Faroe Islands,Belgium,41,31
05.01. 19:15,Switzerland,Bosnia & Herzegovina,39,21
05.01. 19:00,Spain,Slovakia,36,18
05.01. 17:15,Hungary,Czech Republic,25,26
05.01. 16:45,Romania,Argentina,30,23
05.01. 16:45,Serbia,Poland,33,38
05.01. 16:00,Slovenia,Montenegro,37,32
05.01. 15:00,Sweden,Japan,42,30
05.01. 12:30,Russia,Russia U20,41,22
05.01. 10:00,Belarus,Iran,29,28
04.01. 19:30,Argentina,Bosnia & Herzegovina,32,23
04.01. 19:15,Slovakia,Serbia,24,31
04.01. 17:00,Spain,Poland,31,25
04.01. 17:00,Switzerland,Romania,37,31
04.01. 16:00,Croatia,Montenegro,29,25
04.01. 16:00,North Macedonia,Greece,33,30
04.01. 15:00,Germany,Portugal,34,33
02.01. 15:30,Algeria,Qatar,27,29
01.01. 15:30,Qatar,Iraq,34,29
