date,home,away,home_score,away_score
20.08. 18:30,France W,Russia W,19,22
20.08. 14:30,Netherlands W,Norway W,26,36
18.08. 23:30AET,Norway W,Russia W,37,38
18.08. 18:30,Netherlands W,France W,23,24
16.08. 23:30,Russia W,Angola W,31,27
16.08. 20:00,Sweden W,Norway W,20,33
16.08. 16:30AET,Spain W,France W,26,27
16.08. 13:00,Brazil W,Netherlands W,23,32
15.08. 00:50,Argentina W,South Korea W,22,28
14.08. 22:50,Spain W,Angola W,26,22
14.08. 19:40,Norway W,Romania W,28,27
14.08. 17:40,Netherlands W,Russia W,34,38
14.08. 14:30,Sweden W,France W,25,27
14.08. 12:30,Montenegro W,Brazil W,23,29
13.08. 00:50,South Korea W,France W,17,21
12.08. 22:50,Russia W,Argentina W,35,29
12.08. 19:40,Montenegro W,Norway W,19,28
12.08. 17:40,Romania W,Spain W,24,21
12.08. 14:30,Sweden W,Netherlands W,29,29
12.08. 12:30,Angola W,Brazil W,24,28
11.08. 00:50,France W,Argentina W,27,11
10.08. 22:50,Netherlands W,South Korea W,32,32
10.08. 19:40,Norway W,Angola W,30,20
10.08. 17:40,Russia W,Sweden W,36,34
10.08. 14:30,Romania W,Montenegro W,25,21
10.08. 12:30,Brazil W,Spain W,24,29
09.08. 00:50,Angola W,Montenegro W,27,25
08.08. 22:50,Argentina W,Netherlands W,18,26
08.08. 19:40,Brazil W,Romania W,26,13
08.08. 17:40,Spain W,Norway W,24,27
08.08. 14:30,France W,Russia W,25,26
08.08. 12:30,South Korea W,Sweden W,28,31
07.08. 00:50,Sweden W,Argentina W,31,21
06.08. 22:50,Romania W,Angola W,19,23
06.08. 19:40,Montenegro W,Spain W,19,25
06.08. 17:40,Russia W,South Korea W,30,25
06.08. 14:30,Netherlands W,France W,14,18
06.08. 12:30,Norway W,Brazil W,28,31
20.03. 19:00,Denmark W,Uruguay W,38,17
20.03. 18:30,France W,Japan W,25,17
20.03. 17:30,Mexico W,Poland W,14,36
20.03. 16:45,Tunisia W,Netherlands W,20,46
20.03. 16:30,Romania W,Montenegro W,23,23
20.03. 15:00,Russia W,Sweden W,37,29
19.03. 19:00,Denmark W,Montenegro W,22,26
19.03. 18:00,France W,Tunisia W,33,15
19.03. 16:45,Romania W,Uruguay W,36,19
19.03. 15:45,Netherlands W,Japan W,33,25
19.03. 15:30,Russia W,Mexico W,37,17
19.03. 13:00,Poland W,Sweden W,24,30
18.03. 18:00,Netherlands W,France W,24,17
18.03. 18:00,Romania W,Denmark W,32,25
18.03. 17:00,Sweden W,Mexico W,41,20
18.03. 15:45,Japan W,Tunisia W,37,20
18.03. 15:45,Uruguay W,Montenegro W,19,34
18.03. 14:30,Poland W,Russia W,25,27
25.10. 07:00,South Korea W,Japan W,35,21
25.10. 05:00,Uzbekistan W,China W,21,37
24.10. 09:00,Uzbekistan W,South Korea W,15,56
24.10. 07:00,Japan W,Kazakhstan W,24,23
22.10. 10:00,Uzbekistan W,Kazakhstan W,27,38
22.10. 08:00,China W,South Korea W,22,34
21.10. 10:00,China W,Japan W,19,29
21.10. 08:00,South Korea W,Kazakhstan W,35,24
20.10. 10:00,Japan W,Uzbekistan W,51,17
20.10. 08:00,Kazakhstan W,China W,18,28
