date,home,away,home_score,away_score
25.09. 14:00,Iran W,Kazakhstan W,33,38
25.09. 14:00,South Korea W,Japan W,33,24
25.09. 10:00,Uzbekistan W,Hong Kong W,28,25
25.09. 08:00,Jordan W,Syria W,22,21
23.09. 16:00,Japan W,Kazakhstan W,38,24
23.09. 14:00,South Korea W,Iran W,46,21
23.09. 12:00,Syria W,Hong Kong W,24,34
23.09. 10:00,Uzbekistan W,Jordan W,34,26
23.09. 08:00,Singapore W,Kuwait W,24,15
21.09. 16:00,Kuwait W,Palestine W,28,20
21.09. 14:00,Jordan W,Japan W,8,43
21.09. 12:00,Syria W,Iran W,19,38
21.09. 10:00,Kazakhstan W,South Korea W,20,40
21.09. 08:00,Hong Kong W,Uzbekistan W,30,27
19.09. 16:00,South Korea W,Hong Kong W,40,10
19.09. 14:00,Iran W,Jordan W,28,22
19.09. 12:00,Kuwait W,Japan W,5,52
19.09. 10:00,Singapore W,Uzbekistan W,16,33
19.09. 08:00,Palestine W,Syria W,13,47
18.09. 16:00,Uzbekistan W,Kazakhstan W,28,31
18.09. 14:00,Jordan W,Kuwait W,28,11
18.09. 12:00,Singapore W,Hong Kong W,16,26
18.09. 10:00,Syria W,Japan W,7,43
18.09. 08:05,Iran W,Palestine W,52,9
16.09. 16:00,Japan W,Palestine W,56,1
16.09. 14:00,Jordan W,Syria W,28,24
16.09. 12:00,Iran W,Kuwait W,38,11
16.09. 10:00,South Korea W,Singapore W,39,9
16.09. 08:00,Kazakhstan W,Hong Kong W,31,29
15.09. 16:00,Kuwait W,Syria W,28,32
15.09. 14:00,Palestine W,Jordan W,7,45
15.09. 12:00,Japan W,Iran W,23,20
15.09. 10:00,South Korea W,Uzbekistan W,45,19
15.09. 08:00,Kazakhstan W,Singapore W,33,18
