date,home,away,home_score,away_score
29.01. 16:30,France,Norway,33,26
28.01. 19:45,Slovenia,Croatia,31,30
27.01. 19:45AET,Croatia,Norway,25,28
26.01. 20:00,France,Slovenia,31,25
24.01. 19:45,Slovenia,Qatar,32,30
24.01. 19:45,Spain,Croatia,29,30
24.01. 18:00,France,Sweden,33,30
24.01. 16:00,Norway,Hungary,31,28
23.01. 19:00,Poland,Argentina,24,22
23.01. 17:00,Tunisia,Saudi Arabia,39,30
23.01. 14:00,Japan,Chile,29,35
23.01. 12:00,Angola,Bahrain,26,32
22.01. 19:45,Croatia,Egypt,21,19
22.01. 17:00,Germany,Qatar,20,21
22.01. 15:00,Belarus,Sweden,22,41
22.01. 15:00,Hungary,Denmark,27,25
22.01. 15:00,Saudi Arabia,Argentina,22,24
22.01. 13:00,Chile,Bahrain,35,30
21.01. 19:45,Brazil,Spain,27,28
21.01. 19:45,Russia,Slovenia,26,32
21.01. 17:00,France,Iceland,31,25
21.01. 15:00,Norway,North Macedonia,34,24
21.01. 15:00,Poland,Tunisia,28,26
21.01. 13:00,Japan,Angola,37,26
20.01. 19:45,Belarus,Hungary,27,25
20.01. 19:45,Qatar,Denmark,29,32
20.01. 16:45,Germany,Croatia,28,21
20.01. 16:45,Sweden,Egypt,33,26
20.01. 13:00,Bahrain,Argentina,17,26
20.01. 13:00,Chile,Saudi Arabia,25,26
19.01. 19:45,Japan,Norway,23,38
19.01. 19:45,Spain,Slovenia,36,26
19.01. 16:45,France,Poland,26,25
19.01. 16:45,North Macedonia,Iceland,27,27
19.01. 13:00,Russia,Brazil,28,24
19.01. 13:00,Tunisia,Angola,43,34
18.01. 19:45,Croatia,Chile,37,22
18.01. 19:45,North Macedonia,Spain,25,29
18.01. 19:45,Sweden,Qatar,36,25
18.01. 16:45,Belarus,Germany,25,31
18.01. 16:45,Denmark,Bahrain,30,26
18.01. 13:00,Argentina,Egypt,26,31
18.01. 13:00,Saudi Arabia,Hungary,24,37
17.01. 19:45,Angola,Iceland,19,33
17.01. 19:45,Russia,France,24,35
17.01. 16:45,Germany,Saudi Arabia,38,24
17.01. 16:45,Poland,Japan,26,25
17.01. 16:45,Qatar,Argentina,21,17
17.01. 16:45,Slovenia,Tunisia,28,28
17.01. 13:00,Norway,Brazil,39,26
16.01. 19:45,Croatia,Belarus,31,25
16.01. 19:45,Denmark,Sweden,27,25
16.01. 19:45,Poland,Russia,20,24
16.01. 19:45,Spain,Angola,42,22
16.01. 16:45,Egypt,Bahrain,31,29
16.01. 16:45,Hungary,Chile,34,29
16.01. 16:45,Slovenia,North Macedonia,29,22
15.01. 19:45,Brazil,Japan,27,24
15.01. 19:45,Saudi Arabia,Belarus,26,29
15.01. 16:45,Bahrain,Qatar,22,32
15.01. 16:45,France,Norway,31,28
15.01. 13:45,Argentina,Sweden,17,35
15.01. 13:45,Chile,Germany,14,35
15.01. 13:45,Iceland,Tunisia,22,22
14.01. 19:45,Angola,North Macedonia,22,31
14.01. 19:45,Egypt,Denmark,28,35
14.01. 19:45,Hungary,Croatia,28,31
14.01. 16:45,Norway,Russia,28,24
14.01. 16:45,Tunisia,Spain,21,26
14.01. 13:45,Brazil,Poland,28,24
14.01. 13:45,Iceland,Slovenia,25,26
13.01. 19:45,Croatia,Saudi Arabia,28,23
13.01. 19:45,Denmark,Argentina,33,22
13.01. 16:45,Germany,Hungary,27,23
13.01. 16:45,Japan,France,19,31
13.01. 16:45,Sweden,Bahrain,33,16
13.01. 13:00,Belarus,Chile,28,32
13.01. 13:00,Qatar,Egypt,20,22
12.01. 19:45,Poland,Norway,20,22
12.01. 19:45,Spain,Iceland,27,21
12.01. 16:45,North Macedonia,Tunisia,34,30
12.01. 16:45,Russia,Japan,39,29
12.01. 13:00,Slovenia,Angola,42,25
11.01. 19:45,France,Brazil,31,16
16.06. 20:00,Portugal,Iceland,21,20
15.06. 18:25,Austria,Denmark,20,23
15.06. 18:15,Bosnia & Herzegovina,Sweden,27,27
15.06. 18:00,Hungary,Serbia,30,25
15.06. 18:00,North Macedonia,Czech Republic,34,27
15.06. 17:30,Netherlands,Poland,25,24
15.06. 17:00,Norway,Slovenia,29,27
15.06. 16:35,Latvia,Belarus,28,26
15.06. 16:00,Montenegro,Russia,19,29
12.06. 18:15,Denmark,Austria,35,27
12.06. 17:00,Iceland,Portugal,26,23
12.06. 14:00,Belarus,Latvia,26,24
12.06. 12:00,Russia,Montenegro,29,22
12.06. 11:30,Sweden,Bosnia & Herzegovina,27,19
11.06. 18:00,Poland,Netherlands,27,21
11.06. 13:00,Slovenia,Norway,24,18
11.06. 10:30,Czech Republic,North Macedonia,28,22
10.06. 16:00,Serbia,Hungary,25,26
17.01. 19:15,Bosnia & Herzegovina,Lithuania,31,22
17.01. 16:00,Kosovo,Slovakia,22,26
17.01. 15:00,Austria,Finland,32,20
17.01. 15:00,Cyprus,Greece,27,24
17.01. 13:05,Latvia,Ukraine,22,21
17.01. 13:00,Netherlands,Switzerland,34,21
16.01. 17:30,Czech Republic,Turkey,34,28
16.01. 17:30,Italy,Romania,28,30
14.01. 16:00,Romania,Austria,32,29
14.01. 15:00,Ukraine,Cyprus,31,19
13.01. 19:00,Switzerland,Netherlands,21,24
13.01. 17:00,Lithuania,Kosovo,42,23
13.01. 17:00,Slovakia,Bosnia & Herzegovina,24,26
13.01. 17:00,Turkey,Czech Republic,27,24
13.01. 16:30,Finland,Italy,26,25
13.01. 16:10,Greece,Latvia,23,23
10.01. 18:30,Romania,Finland,36,29
10.01. 15:05,Latvia,Cyprus,34,17
10.01. 14:00,Turkey,Belgium,31,28
10.01. 13:00,Greece,Ukraine,21,27
09.01. 19:25,Austria,Italy,30,19
09.01. 19:15,Bosnia & Herzegovina,Kosovo,41,25
09.01. 18:00,Switzerland,Luxembourg,30,18
09.01. 17:00,Slovakia,Lithuania,31,27
07.01. 17:00,Cyprus,Latvia,20,28
07.01. 17:00,Lithuania,Slovakia,18,18
07.01. 15:00,Ukraine,Greece,25,27
06.01. 19:00,Belgium,Turkey,24,31
06.01. 18:30,Luxembourg,Switzerland,23,36
06.01. 18:15,Kosovo,Bosnia & Herzegovina,29,33
06.01. 17:00,Italy,Austria,27,40
06.01. 14:00,Finland,Romania,21,34
08.11. 16:00,Lithuania,Bosnia & Herzegovina,27,27
08.11. 16:00,Romania,Italy,35,22
08.11. 15:00,Ukraine,Latvia,18,23
08.11. 13:00,Greece,Cyprus,31,27
07.11. 19:00,Belgium,Czech Republic,32,36
07.11. 18:00,Luxembourg,Netherlands,30,34
07.11. 17:15,Portugal,Israel,36,21
07.11. 17:00,Slovakia,Kosovo,38,20
07.11. 15:00,Estonia,Georgia,25,25
07.11. 15:00,Finland,Austria,29,32
06.11. 16:15,Georgia,Portugal,22,37
06.11. 14:00,Estonia,Israel,25,28
05.11. 17:40,Israel,Georgia,27,19
05.11. 15:15,Portugal,Estonia,28,28
04.11. 19:25,Austria,Romania,27,24
04.11. 19:15,Bosnia & Herzegovina,Slovakia,29,25
04.11. 18:30,Italy,Finland,27,19
04.11. 18:30,Netherlands,Luxembourg,26,20
04.11. 18:00,Kosovo,Lithuania,26,30
04.11. 17:30,Cyprus,Ukraine,13,27
04.11. 17:15,Latvia,Greece,31,22
04.11. 16:10,Czech Republic,Belgium,34,32
