iteration,game_nr,division,date,home,away,home_goals,away_goals
1,1,1,2026-01-24,France,Portugal,32.276123,28.827979
1,2,1,2026-01-24,Denmark,Spain,35.252405,29.880425
1,3,1,2026-01-24,Norway,Germany,27.188107,35.781582
1,4,1,2026-01-25,Slovenia,Hungary,28.45646,26.320896
1,5,1,2026-01-25,Sweden,Iceland,29.590742,29.09158
1,6,1,2026-01-25,Switzerland,Croatia,33.868636,35.127578
1,7,1,2026-01-26,Norway,Portugal,29.235535,30.861663
1,8,1,2026-01-26,Spain,France,26.374883,29.771362
1,9,1,2026-01-26,Denmark,Germany,33.405023,33.844619
1,10,1,2026-01-27,Switzerland,Iceland,26.691112,25.738386
1,11,1,2026-01-27,Slovenia,Croatia,33.119322,29.429709
1,12,1,2026-01-27,Sweden,Hungary,38.00512,28.568506
1,13,1,2026-01-28,Slovenia,Iceland,35.815443,37.661458
1,14,1,2026-01-28,Spain,Portugal,35.865684,30.685665
1,15,1,2026-01-28,Croatia,Hungary,40.24556,33.552027
1,16,1,2026-01-28,Germany,France,30.312089,31.314731
1,17,1,2026-01-28,Denmark,Norway,36.498597,22.679982
1,18,1,2026-01-28,Sweden,Switzerland,30.077008,27.71617
2,1,1,2026-01-24,France,Portugal,36.086876,33.075013
2,2,1,2026-01-24,Denmark,Spain,40.06836,28.897097
2,3,1,2026-01-24,Norway,Germany,31.186306,28.885802
2,4,1,2026-01-25,Slovenia,Hungary,30.205158,34.636062
2,5,1,2026-01-25,Sweden,Iceland,32.167754,23.56218
2,6,1,2026-01-25,Switzerland,Croatia,26.378683,27.293541
2,7,1,2026-01-26,Norway,Portugal,27.481916,33.115349
2,8,1,2026-01-26,Spain,France,27.500315,37.598518
2,9,1,2026-01-26,Denmark,Germany,36.545428,31.811253
2,10,1,2026-01-27,Switzerland,Iceland,22.61411,29.621304
2,11,1,2026-01-27,Slovenia,Croatia,35.785486,30.605966
2,12,1,2026-01-27,Sweden,Hungary,39.914769,31.875883
2,13,1,2026-01-28,Slovenia,Iceland,31.577133,35.744591
2,14,1,2026-01-28,Spain,Portugal,27.641271,31.799075
2,15,1,2026-01-28,Croatia,Hungary,24.021291,30.915766
2,16,1,2026-01-28,Germany,France,30.441896,29.417875
2,17,1,2026-01-28,Denmark,Norway,40.014736,28.202809
2,18,1,2026-01-28,Sweden,Switzerland,35.543438,23.467955
