date,home,away,home_score,away_score
19.11. 19:00,Cameroon W,Angola W,19,29
19.11. 16:30,Congo W,Senegal W,20,19
19.11. 14:00,Algeria W,Guinea W,26,29
19.11. 12:00,Morocco W,Cape Verde W,29,24
18.11. 18:00,Tunisia W,D.R. Congo W,28,24
18.11. 16:00,Egypt W,Ivory Coast W,24,27
18.11. 14:00,Madagascar W,Cape Verde W,16,35
17.11. 19:30AET,Angola W,Senegal W,24,21
17.11. 17:00,Congo W,Cameroon W,25,27
17.11. 15:00,Ivory Coast W,D.R. Congo W,26,31
17.11. 13:00Pen,Tunisia W,Egypt W,24,22
17.11. 11:00,Madagascar W,Guinea W,14,44
16.11. 19:30,Egypt W,Senegal W,19,21
16.11. 17:15,Cameroon W,D.R. Congo W,23,22
16.11. 15:00,Ivory Coast W,Congo W,21,35
16.11. 12:45,Angola W,Tunisia W,29,24
16.11. 10:45,Cape Verde W,Guinea W,20,26
16.11. 09:00,Algeria W,Morocco W,25,23
14.11. 20:00,Cameroon W,Senegal W,28,27
14.11. 18:00,Angola W,D.R. Congo W,35,22
14.11. 16:00,Congo W,Morocco W,38,27
14.11. 14:00,Cape Verde W,Algeria W,30,36
14.11. 12:00,Guinea W,Egypt W,22,29
14.11. 10:00,Madagascar W,Ivory Coast W,14,40
13.11. 18:00,Tunisia W,Congo W,20,25
13.11. 16:00,Cape Verde W,Angola W,15,38
13.11. 14:00,Algeria W,D.R. Congo W,23,32
13.11. 12:00,Morocco W,Egypt W,20,28
11.11. 18:00,Ivory Coast W,Senegal W,15,31
11.11. 16:00,Egypt W,Tunisia W,22,21
11.11. 14:00,Guinea W,Morocco W,28,20
11.11. 12:00,Madagascar W,Cameroon W,9,42
10.11. 18:00,Angola W,Algeria W,29,17
10.11. 16:00,D.R. Congo W,Cape Verde W,27,19
10.11. 14:00,Tunisia W,Guinea W,36,23
10.11. 12:00,Egypt W,Congo W,20,21
09.11. 20:00,Senegal W,Madagascar W,40,9
09.11. 15:00,Cameroon W,Ivory Coast W,28,16
09.11. 13:00,Congo W,Guinea W,25,21
09.11. 11:00,Morocco W,Tunisia W,25,35
