date,home,away,home_score,away_score
31.01. 16:30,Denmark,Sweden,26,24
31.01. 13:30,Spain,France,35,29
29.01. 19:30,Spain,Denmark,33,35
29.01. 16:30,France,Sweden,26,32
27.01. 19:30AET,France,Hungary,35,32
27.01. 19:30,Spain,Norway,31,26
27.01. 19:30,Sweden,Qatar,35,23
27.01. 16:30Pen,Denmark,Egypt,39,38
27.01. 16:30Pen,Angola,Morocco,29,30
27.01. 16:30Awrd,Cape Verde,South Korea,0,10
27.01. 16:30,Tunisia,Austria,37,33
27.01. 14:00,D.R. Congo,Chile,30,35
25.01. 19:30,Denmark,Croatia,38,26
25.01. 19:30,Poland,Germany,23,23
25.01. 17:00,Argentina,Qatar,25,26
25.01. 17:00,Spain,Hungary,36,28
25.01. 17:00,Tunisia,Angola,34,29
25.01. 14:30,Bahrain,Japan,25,29
25.01. 14:30,Brazil,Uruguay,37,17
25.01. 14:30Awrd,D.R. Congo,Cape Verde,10,0
24.01. 19:30,Portugal,France,23,32
24.01. 19:30,RHF,Sweden,20,34
24.01. 17:00,Iceland,Norway,33,35
24.01. 17:00,Slovenia,Egypt,25,25
24.01. 17:00,South Korea,Austria,29,36
24.01. 14:30,Algeria,Switzerland,24,27
24.01. 14:30,Belarus,North Macedonia,30,26
24.01. 14:30,Morocco,Chile,17,28
23.01. 19:30,Germany,Brazil,31,24
23.01. 19:30,Japan,Denmark,27,34
23.01. 17:00,Argentina,Croatia,23,19
23.01. 17:00,Poland,Hungary,26,30
23.01. 17:00,Tunisia,D.R. Congo,38,22
23.01. 14:30,Qatar,Bahrain,28,23
23.01. 14:30,Uruguay,Spain,23,38
23.01. 14:30Awrd,Cape Verde,Angola,0,10
22.01. 19:30,Norway,Algeria,36,23
22.01. 19:30,Slovenia,Sweden,28,28
22.01. 17:00,Egypt,Belarus,35,26
22.01. 17:00,Iceland,France,26,28
22.01. 17:00,Austria,Chile,33,31
22.01. 14:30,North Macedonia,RHF,20,32
22.01. 14:30,Switzerland,Portugal,29,33
22.01. 14:30,Morocco,South Korea,32,25
21.01. 19:30,Denmark,Qatar,32,23
21.01. 19:30,Spain,Germany,32,28
21.01. 17:00,Croatia,Bahrain,28,18
21.01. 17:00,Hungary,Brazil,29,23
21.01. 17:00,Angola,D.R. Congo,31,32
21.01. 14:30,Japan,Argentina,24,28
21.01. 14:30,Uruguay,Poland,16,30
21.01. 14:30Awrd,Cape Verde,Tunisia,0,10
20.01. 19:30,Portugal,Norway,28,29
20.01. 19:30,Sweden,Belarus,26,26
20.01. 17:00,France,Algeria,29,26
20.01. 17:00,RHF,Egypt,23,28
20.01. 17:00,Austria,Morocco,36,22
20.01. 14:30,North Macedonia,Slovenia,21,31
20.01. 14:30,Switzerland,Iceland,20,18
20.01. 14:30,Chile,South Korea,44,33
19.01. 19:30,Brazil,Poland,23,33
19.01. 19:30,Denmark,Argentina,31,20
19.01. 19:30,Germany,Hungary,28,29
19.01. 17:00,Bahrain,D.R. Congo,34,27
19.01. 17:00,Croatia,Qatar,26,24
19.01. 17:00,Spain,Tunisia,36,30
19.01. 17:00Awrd,Uruguay,Cape Verde,10,0
19.01. 14:30,Japan,Angola,30,29
18.01. 19:30,Iceland,Morocco,31,23
18.01. 19:30,Norway,Austria,38,29
18.01. 17:00,France,Switzerland,25,24
18.01. 17:00,Portugal,Algeria,26,19
18.01. 17:00,Slovenia,Belarus,29,25
18.01. 17:00,Sweden,Egypt,24,23
18.01. 14:30,North Macedonia,Chile,32,29
18.01. 14:30,South Korea,RHF,26,30
17.01. 19:30,D.R. Congo,Denmark,19,39
17.01. 19:30,Hungary,Uruguay,44,18
17.01. 19:30,Poland,Spain,26,27
17.01. 17:00,Angola,Croatia,20,28
17.01. 17:00,Argentina,Bahrain,24,21
17.01. 17:00Awrd,Cape Verde,Germany,0,10
17.01. 17:00,Tunisia,Brazil,32,32
17.01. 14:30,Qatar,Japan,31,29
16.01. 19:30,Algeria,Iceland,24,39
16.01. 19:30,Chile,Sweden,26,41
16.01. 19:30,Switzerland,Norway,25,31
16.01. 17:00,Austria,France,28,35
16.01. 17:00,Egypt,North Macedonia,38,19
16.01. 17:00,Morocco,Portugal,20,33
16.01. 17:00,RHF,Slovenia,31,25
16.01. 14:30,Belarus,South Korea,32,24
15.01. 19:30,Denmark,Bahrain,34,20
15.01. 19:30,Hungary,Cape Verde,34,27
15.01. 19:30,Tunisia,Poland,28,30
15.01. 17:00,Argentina,D.R. Congo,28,22
15.01. 17:00,Croatia,Japan,29,29
15.01. 17:00,Germany,Uruguay,43,14
15.01. 17:00,Spain,Brazil,29,29
15.01. 14:30,Qatar,Angola,30,25
14.01. 19:30,Norway,France,24,28
14.01. 19:30,Portugal,Iceland,25,23
14.01. 19:30,Sweden,North Macedonia,32,20
14.01. 17:00,Algeria,Morocco,24,23
14.01. 17:00,Austria,Switzerland,25,28
14.01. 17:00,Slovenia,South Korea,51,29
14.01. 14:30,Belarus,RHF,32,32
13.01. 17:00,Egypt,Chile,35,29
12.01. 17:00,Italy,Romania,24,29
12.01. 16:30,Faroe Islands,Luxembourg,24,22
12.01. 15:00,Cyprus,Finland,14,23
12.01. 15:00,Kosovo,Georgia,30,21
12.01. 14:00,Lithuania,Slovakia,25,24
11.01. 19:00,Georgia,Italy,28,25
11.01. 17:00,Kosovo,Romania,21,32
11.01. 16:30,Luxembourg,Lithuania,22,32
11.01. 16:15,Israel,Greece,24,22
11.01. 14:00,Faroe Islands,Slovakia,26,27
10.01. 19:00,Italy,Kosovo,26,26
10.01. 18:30,Slovakia,Luxembourg,22,16
10.01. 17:00,Romania,Georgia,29,24
10.01. 16:00,Lithuania,Faroe Islands,36,25
08.01. 16:30,Finland,Israel,26,26
08.01. 15:00,Greece,Cyprus,30,16
05.01. 14:00,Finland,Greece,32,28
04.01. 16:00,Israel,Cyprus,28,21
02.01. 17:00,Cyprus,Israel,23,33
02.01. 15:00,Greece,Finland,36,22
27.10. 16:00,Turkey,Belgium,33,24
27.10. 15:00,Greece,Israel,26,25
27.10. 14:00,Finland,Cyprus,30,20
26.10. 16:00,Belgium,Estonia,25,20
25.10. 16:00,Estonia,Turkey,29,33
23.10. 16:00,Israel,Finland,33,32
23.10. 15:30,Cyprus,Greece,18,31
