date,home,away,home_score,away_score
31.01. 16:30,Germany,Spain,24,17
31.01. 14:00,Norway,Croatia,24,31
29.01. 20:00,Spain,Croatia,33,29
29.01. 17:30AET,Norway,Germany,33,34
29.01. 17:30,France,Denmark,29,26
29.01. 15:00,Poland,Sweden,26,24
27.01. 19:30,Poland,Croatia,23,37
27.01. 19:30,Spain,Russia,25,23
27.01. 17:15,France,Norway,24,29
27.01. 17:15,Germany,Denmark,25,23
27.01. 15:00,North Macedonia,Belarus,29,30
27.01. 15:00,Sweden,Hungary,22,14
26.01. 19:30,Sweden,Denmark,28,28
26.01. 17:15,Spain,Hungary,31,29
25.01. 19:30,Poland,Belarus,32,27
25.01. 17:15,North Macedonia,Norway,31,31
24.01. 19:30,Spain,Denmark,23,27
24.01. 17:15,Germany,Russia,30,29
23.01. 19:30,Poland,Norway,28,30
23.01. 17:15,France,Croatia,32,24
22.01. 19:30,Sweden,Russia,28,28
22.01. 17:15,Germany,Hungary,29,19
21.01. 19:30,North Macedonia,Croatia,24,34
21.01. 17:15,France,Belarus,34,23
20.01. 19:00,Denmark,Hungary,30,22
20.01. 19:00,Spain,Sweden,24,22
20.01. 16:15,Germany,Slovenia,25,21
20.01. 16:15,Russia,Montenegro,28,21
19.01. 19:30,Croatia,Iceland,37,28
19.01. 19:30,France,Poland,25,31
19.01. 17:15,Belarus,Norway,27,29
19.01. 17:15,North Macedonia,Serbia,27,27
18.01. 19:30,Germany,Sweden,27,26
18.01. 19:15,Montenegro,Denmark,28,30
18.01. 17:15,Slovenia,Spain,24,24
18.01. 17:00,Russia,Hungary,27,26
17.01. 19:30,North Macedonia,Poland,23,24
17.01. 17:15,Norway,Croatia,34,31
17.01. 17:15,Serbia,France,26,36
17.01. 15:00,Belarus,Iceland,39,38
16.01. 19:45,Sweden,Slovenia,23,21
16.01. 19:15,Denmark,Russia,31,25
16.01. 17:30,Spain,Germany,32,29
16.01. 17:00,Hungary,Montenegro,32,27
15.01. 19:30,Poland,Serbia,29,28
15.01. 17:15,Iceland,Norway,26,25
15.01. 17:00,France,North Macedonia,30,23
15.01. 15:00,Croatia,Belarus,27,21
14.06. 18:15,Denmark,Bosnia & Herzegovina,26,25
14.06. 17:00,Iceland,Montenegro,34,22
14.06. 16:30,Serbia,Israel,32,23
14.06. 16:15,Norway,Netherlands,38,24
14.06. 15:45,North Macedonia,Czech Republic,32,28
14.06. 15:17,Croatia,Turkey,40,26
14.06. 14:15,Sweden,Slovakia,27,22
14.06. 13:15,Germany,Austria,31,29
14.06. 13:00,Belarus,Lithuania,31,24
14.06. 13:00,Russia,Portugal,35,33
13.06. 16:30,Slovenia,Latvia,37,20
13.06. 16:30,Spain,Finland,39,16
13.06. 14:00,Hungary,Ukraine,32,28
13.06. 13:15,France,Switzerland,31,23
11.06. 18:15,Bosnia & Herzegovina,Belarus,22,22
11.06. 16:00,Ukraine,Russia,28,30
10.06. 19:15,Portugal,Hungary,25,26
10.06. 18:25,Austria,Spain,24,30
10.06. 18:00,Montenegro,Serbia,23,23
10.06. 18:00,Netherlands,Croatia,24,27
10.06. 18:00,Switzerland,North Macedonia,17,26
10.06. 17:00,Finland,Germany,20,34
10.06. 16:45,Israel,Iceland,24,34
10.06. 16:35,Latvia,Sweden,14,33
10.06. 16:10,Czech Republic,France,24,34
10.06. 16:00,Lithuania,Denmark,25,31
10.06. 16:00,Turkey,Norway,22,26
10.06. 15:00,Russia,Ukraine,27,22
10.06. 15:00,Slovakia,Slovenia,20,26
03.05. 18:00,Montenegro,Israel,33,27
03.05. 17:00,Serbia,Iceland,25,25
03.05. 15:30,Slovenia,Sweden,28,28
03.05. 15:15,Croatia,Norway,31,25
03.05. 15:05,France,North Macedonia,35,24
03.05. 15:05,Portugal,Ukraine,34,24
03.05. 15:00,Spain,Germany,26,20
03.05. 14:00,Lithuania,Bosnia & Herzegovina,19,15
03.05. 12:00,Netherlands,Turkey,31,21
02.05. 18:25,Austria,Finland,29,22
02.05. 18:15,Denmark,Belarus,32,23
02.05. 16:00,Slovakia,Latvia,22,23
02.05. 15:00,Czech Republic,Switzerland,29,25
02.05. 14:10,Hungary,Russia,29,25
30.04. 18:15,Bosnia & Herzegovina,Lithuania,26,23
30.04. 16:45,Israel,Montenegro,19,22
30.04. 16:00,Belarus,Denmark,27,36
30.04. 16:00,Russia,Hungary,23,27
30.04. 15:00,Ukraine,Portugal,26,32
29.04. 19:30,Iceland,Serbia,38,22
29.04. 18:15,North Macedonia,France,25,27
29.04. 18:00,Switzerland,Czech Republic,26,30
29.04. 17:15,Sweden,Slovenia,28,24
29.04. 17:10,Norway,Croatia,27,26
29.04. 16:35,Latvia,Slovakia,25,18
29.04. 16:10,Germany,Spain,29,28
29.04. 16:00,Turkey,Netherlands,23,30
29.04. 15:30,Finland,Austria,23,26
02.11. 19:15,Bosnia & Herzegovina,Denmark,23,25
02.11. 17:45,Israel,Serbia,22,26
02.11. 17:00,Austria,Germany,24,28
02.11. 17:00,Montenegro,Iceland,25,24
02.11. 16:00,Portugal,Russia,29,34
02.11. 16:00,Ukraine,Hungary,20,33
02.11. 14:00,Lithuania,Belarus,28,30
02.11. 14:00,Turkey,Croatia,22,32
02.11. 13:30,Switzerland,France,24,33
02.11. 13:00,Netherlands,Norway,22,30
02.11. 12:30,Czech Republic,North Macedonia,27,27
01.11. 17:00,Slovakia,Sweden,23,33
01.11. 15:05,Finland,Spain,27,34
01.11. 15:05,Latvia,Slovenia,28,39
30.10. 19:15,Denmark,Lithuania,31,21
30.10. 18:30,France,Czech Republic,41,25
30.10. 17:00,Croatia,Netherlands,35,24
30.10. 16:10,Sweden,Latvia,33,23
29.10. 19:30,Hungary,Portugal,31,30
29.10. 19:30,Iceland,Israel,36,19
29.10. 19:30,Slovenia,Slovakia,31,25
29.10. 19:30,Spain,Austria,27,16
29.10. 19:15,Germany,Finland,30,18
29.10. 19:00,Serbia,Montenegro,25,21
29.10. 18:00,Norway,Turkey,36,27
29.10. 16:45,North Macedonia,Switzerland,27,20
29.10. 13:30,Belarus,Bosnia & Herzegovina,25,25
05.04. 18:15,Bosnia & Herzegovina,Greece,27,22
05.04. 13:05,Finland,Romania,32,29
04.04. 18:00,Switzerland,Estonia,31,32
02.04. 17:00,Estonia,Switzerland,26,34
02.04. 16:30,Romania,Finland,32,30
02.04. 16:00,Greece,Bosnia & Herzegovina,23,28
16.06. 16:00,Estonia,Belgium,32,23
15.06. 17:00,Greece,Italy,29,27
15.06. 14:30,Finland,Cyprus,35,17
12.06. 18:30,Italy,Great Britain,37,26
12.06. 18:00,Belgium,Ireland,36,12
12.06. 18:00,Cyprus,Luxembourg,22,36
07.04. 14:00,Great Britain,Greece,20,32
06.04. 15:00,Luxembourg,Finland,24,24
06.04. 13:00,Ireland,Estonia,15,45
04.04. 18:00,Great Britain,Italy,23,47
04.04. 18:00,Ireland,Belgium,12,28
03.04. 17:30,Luxembourg,Cyprus,16,17
04.11. 16:00,Cyprus,Finland,21,26
03.11. 19:30,Belgium,Estonia,24,31
03.11. 19:00,Italy,Greece,25,31
31.10. 17:00,Finland,Luxembourg,28,21
31.10. 16:30,Estonia,Ireland,44,13
31.10. 15:30,Greece,Great Britain,43,14
